rownames,session_id,project_id,event_id,article_id,named_aticle_id,theme_id,sub_theme_id,user_comments,event_year,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,qyear,unit_price,unit_price_cur,unit_price_eur,total_cost,real_total_cost,real_total_cost_manual,financer_id,is_in_accounting,comments,credte,upduser_id
7541,6,51,@A_51_2152014,215,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,5118.630000000008,0,0,0,,2014-06-26 ,56
7542,6,51,@A_51_2162013,216,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,38509.590000000004,0,0,0,,2014-06-26 ,56
7543,6,51,@A_51_2162014,216,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,2693.8,0,0,0,,2014-06-26 ,56
7544,6,51,@A_51_2172014,217,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,26125.969999999998,0,0,0,,2014-06-26 ,56
7545,6,51,@A_51_2182013,218,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,774.4200000000002,0,0,0,,2014-06-26 ,56
7546,6,51,@A_51_2182014,218,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,1090.44,0,0,0,,2014-06-26 ,56
7547,6,51,@A_51_2252013,225,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,10524.92,0,0,0,,2014-06-26 ,56
7548,6,51,@A_51_2252014,225,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,10555.8,0,0,0,,2014-06-26 ,56
7549,6,51,21a3d024-7292-457f-b1d9-b0bd492fafa8,5,0,2,2,Respon Scientifiq,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271250,XOF,413.517959,0,0,0,0,0,,2014-06-26 ,56
7550,6,51,28613233-7794-4303-86c6-4684863f4611,42,104,2,2,,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1075000,XOF,-1638.826935,-1638.83,0,0,0,0,,2014-06-26 ,56
7551,6,51,2cb7cf86-5e63-4b05-99f6-900db4001e62,14,341,2,2,,2014,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4900000,XOF,7470.001845,22410.01,0,0,0,0,,2014-06-26 ,56
7552,6,51,3894f7b8-e67f-4b59-bef0-d6051c968b01,159,0,2,2,à partir de Mai  il est sur Suivi Reduit,2014,1,1,1,1,0,0,0,0,0,0,0,0,0,4,686000,XOF,1045.800258,4183.2,0,0,0,0,"<c author=""RGRAIS"" col=""Article"" mod=""5246914691423723449"">Is this Yazi?</c>",2014-06-26 ,56
7553,6,51,4fe25813-f17b-4f4b-8b9b-ecb2893f2962,5,86,2,2,,2014,1,1,1,0,0,0,0,0,0,0,0,0,0,3,525000,XOF,800.35734,2401.07,0,0,0,0,,2014-06-26 ,56
7554,6,51,a91b459a-918f-459d-9645-158a51d3c52a,156,0,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,160000,XOF,243.918428,2927.02,0,0,0,0,,2014-06-26 ,56
7555,6,51,bf67188e-97a0-46a4-8d33-5eb152f3f81d,8,336,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,450000,XOF,686.020578,8232.25,0,0,0,0,"<c author=""epiuser"" mod=""5247037382554521785"">La maison 2 (Lynda) doit être sur le budget 822388 (ROSE)</c>",2014-06-26 ,56
7556,6,51,d53a4960-62b6-4a98-96fd-e415be517e49,5,215,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,0,0,11,680000,XOF,1036.653317,11403.19,0,0,0,0,,2014-06-26 ,56
7557,6,51,d88b42cc-693c-45d2-993e-7133f844bd4e,92,0,2,2,Responsable Scientifique,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760000,XOF,2683.102703,0,0,0,0,0,,2014-06-26 ,56
7558,6,74,@A_74_1992014,199,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,989.0799999999999,0,0,0,,2014-06-26 ,56
7559,6,74,@A_74_2002013,200,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,3824.5599999999995,0,0,0,,2014-06-26 ,56
7560,6,74,@A_74_2012013,201,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,11534.179999999998,0,0,0,,2014-06-26 ,56
7561,6,74,@A_74_2012014,201,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,2147.8999999999996,0,0,0,,2014-06-26 ,56
7562,6,74,@A_74_2032013,203,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,38392.01,0,0,0,,2014-06-26 ,56
7563,6,74,@A_74_2032014,203,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,6089.069999999998,0,0,0,,2014-06-26 ,56
7564,6,74,@A_74_2062014,206,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,436.76,0,0,0,,2014-06-26 ,56
7565,6,74,@A_74_2102013,210,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,1071.6000000000004,0,0,0,,2014-06-26 ,56
7566,6,74,@A_74_2102014,210,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,455.68999999999994,0,0,0,,2014-06-26 ,56
7567,6,74,@A_74_2152013,215,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,124017.67999999993,0,0,0,,2014-06-26 ,56
7568,6,74,@A_74_2152014,215,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,22546.97,0,0,0,,2014-06-26 ,56
7569,6,74,@A_74_2162014,216,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,3880.25,0,0,0,,2014-06-26 ,56
7570,6,74,@A_74_2172013,217,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,7740.31,0,0,0,,2014-06-26 ,56
7571,6,74,@A_74_2172014,217,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,1851.1399999999999,0,0,0,,2014-06-26 ,56
7572,6,74,@A_74_2182013,218,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,1232.1499999999999,0,0,0,,2014-06-26 ,56
7573,6,74,@A_74_2182014,218,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,57.17,0,0,0,,2014-06-26 ,56
7574,6,74,@A_74_2252013,225,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,24367.59,0,0,0,,2014-06-26 ,56
7575,6,74,@A_74_2252014,225,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,5636.44,0,0,0,,2014-06-26 ,56
7576,6,83,@A_83_1982013,198,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,87400.93,0,0,0,,2014-06-26 ,56
7577,6,83,@A_83_1992013,199,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,1302.5199999999998,0,0,0,,2014-06-26 ,56
7578,6,83,@A_83_2002013,200,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,15891.77,0,0,0,,2014-06-26 ,56
7579,6,83,@A_83_2012013,201,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,35516.770000000004,0,0,0,,2014-06-26 ,56
7580,6,83,@A_83_2012014,201,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,5656.61,0,0,0,,2014-06-26 ,56
7581,6,83,@A_83_2032014,203,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,1219.6,0,0,0,,2014-06-26 ,56
7582,6,83,@A_83_2052014,205,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,710.04,0,0,0,,2014-06-26 ,56
7583,6,83,@A_83_2062014,206,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,452.33000000000004,0,0,0,,2014-06-26 ,56
7584,6,83,@A_83_2072013,207,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,101298.20000000001,0,0,0,,2014-06-26 ,56
7585,6,83,@A_83_2072014,207,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,10831.5,0,0,0,,2014-06-26 ,56
7586,6,83,@A_83_2082014,208,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,1600.71,0,0,0,,2014-06-26 ,56
7587,6,83,@A_83_2092014,209,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,159.72,0,0,0,,2014-06-26 ,56
7588,6,83,@A_83_2102013,210,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,5148.149999999998,0,0,0,,2014-06-26 ,56
7589,6,83,@A_83_2102014,210,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,474.89,0,0,0,,2014-06-26 ,56
7590,6,83,@A_83_2122014,212,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,682.5,0,0,0,,2014-06-26 ,56
7591,6,83,@A_83_2132014,213,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,810.5400000000001,0,0,0,,2014-06-26 ,56
7592,6,83,@A_83_2152013,215,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,315168.4599999997,0,0,0,,2014-06-26 ,56
7593,6,83,@A_83_2152014,215,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,34527.15,0,0,0,,2014-06-26 ,56
7594,6,83,@A_83_2162014,216,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,5401.16,0,0,0,,2014-06-26 ,56
7595,6,83,@A_83_2172013,217,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,19180.500000000004,0,0,0,,2014-06-26 ,56
7596,6,83,@A_83_2172014,217,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,4343.419999999999,0,0,0,,2014-06-26 ,56
7597,6,83,@A_83_2182013,218,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,2886.9500000000003,0,0,0,,2014-06-26 ,56
7598,6,83,@A_83_2182014,218,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,1178.4299999999998,0,0,0,,2014-06-26 ,56
7599,6,83,@A_83_2252013,225,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,30.49,0,0,0,,2014-06-26 ,56
7600,6,83,@A_83_2252014,225,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,6528.360000000001,0,0,0,,2014-06-26 ,56
7601,6,83,f2481d49-f250-40bc-85cf-17dd5b019596,63,0,2,2,,2014,7,7,7,7,7,7,0,0,0,0,0,0,0,42,270000,XOF,411.612347,17287.72,0,0,0,0,,2014-06-26 ,56
7602,6,84,@A_84_2032013,203,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,1258.46,0,0,0,,2014-06-26 ,56
7603,6,84,@A_84_2252013,225,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,273.86,0,0,0,,2014-06-26 ,56
7604,6,120,@A_120_2002013,200,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,1270.2799999999997,0,0,0,,2014-06-26 ,56
7605,6,120,@A_120_2012013,201,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,3707.3999999999996,0,0,0,,2014-06-26 ,56
7606,6,120,@A_120_2052013,205,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,3030.17,0,0,0,,2014-06-26 ,56
7607,6,120,@A_120_2142013,214,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,162.33999999999997,0,0,0,,2014-06-26 ,56
7608,6,120,@A_120_2252013,225,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,15.24,0,0,0,,2014-06-26 ,56
7609,6,130,@A_130_1962014,196,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,7861.869999999999,0,0,0,,2014-06-26 ,56
7610,6,130,@A_130_1972014,197,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,45643.34000000001,0,0,0,,2014-06-26 ,56
7611,6,130,@A_130_1982014,198,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,23837.399999999998,0,0,0,,2014-06-26 ,56
7612,6,130,@A_130_1992014,199,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,8437.05,0,0,0,,2014-06-26 ,56
7613,6,130,@A_130_2002014,200,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,21067.28,0,0,0,,2014-06-26 ,56
7614,6,130,@A_130_2012014,201,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,3740.9299999999994,0,0,0,,2014-06-26 ,56
7615,6,130,@A_130_2042014,204,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,10254.529999999999,0,0,0,,2014-06-26 ,56
7616,6,130,@A_130_2052014,205,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,12790.73,0,0,0,,2014-06-26 ,56
7617,6,130,@A_130_2062013,206,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,9294.349999999999,0,0,0,,2014-06-26 ,56
7618,6,130,@A_130_2062014,206,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,5182.48,0,0,0,,2014-06-26 ,56
7619,6,130,@A_130_2072014,207,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,671.19,0,0,0,,2014-06-26 ,56
7620,6,130,@A_130_2092014,209,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,84.09,0,0,0,,2014-06-26 ,56
7621,6,130,@A_130_2102013,210,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,728.29,0,0,0,,2014-06-26 ,56
7622,6,130,@A_130_2102014,210,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,142.70000000000002,0,0,0,,2014-06-26 ,56
7623,6,130,@A_130_2122014,212,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,947.66,0,0,0,,2014-06-26 ,56
7624,6,130,@A_130_2142014,214,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,217.24,0,0,0,,2014-06-26 ,56
7625,6,130,@A_130_2152014,215,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,1422.3500000000001,0,0,0,,2014-06-26 ,56
7626,6,130,@A_130_2172014,217,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,2628.15,0,0,0,,2014-06-26 ,56
7627,6,130,@A_130_2182013,218,0,25,86,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,616.64,0,0,0,,2014-06-26 ,56
7628,6,130,@A_130_2182014,218,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,781.29,0,0,0,,2014-06-26 ,56
7629,6,130,@A_130_2252014,225,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,6733.939999999999,0,0,0,,2014-06-26 ,56
7630,6,130,1a34571e-6930-48e3-875b-d7921510293e,54,318,25,86,,2014,0,0,0,0,1,1,1,1,1,1,1,1,0,8,60000,XOF,91.46941,731.76,0,0,0,0,,2014-06-26 ,56
7631,6,130,236d11e2-3e78-41d5-a99e-168d3bb2a9bb,54,192,2,2,,2014,0,0,0,0,70,70,168,168,168,168,168,168,0,1148,2500,XOF,3.811225,4375.29,0,0,0,0,,2014-06-26 ,56
7632,6,130,2c847b62-9a11-4539-b471-e991dcf2d73d,152,0,2,2,,2014,0,0,0,0,5,4,1,0,2,0,0,2,0,14,147000,XOF,224.100055,3137.4,0,0,0,0,,2014-06-26 ,56
7633,6,130,37560eee-3376-4b47-8bf3-d8a82b995383,63,0,2,2,,2014,0,0,0,2,2,2,9,9,9,9,9,18,9,78,270000,XOF,411.612347,32105.76,0,0,0,0,,2014-06-26 ,56
7634,6,130,56e0978e-5bd3-4fc2-959e-b7ca2a8b2767,66,0,2,2,,2014,0,0,0,0,22,22,30,30,30,30,30,50,30,274,270000,XOF,411.612347,112781.78,0,0,0,0,,2014-06-26 ,56
7635,6,130,837c3165-90c8-4b0b-819b-a8544a89532e,74,0,2,2,,2014,0,0,0,0,6,6,6,6,6,6,6,12.25,9,63.25,584500,XOF,891.064506,56359.83,0,0,0,0,,2014-06-26 ,56
7636,6,130,97fb9628-1b42-4b70-b4c8-c09ece4e5dcf,156,124,2,2,,2014,1,1,1,1,4,4,4,4,4,4,4,4,0,36,160000,XOF,243.918428,8781.06,0,0,0,0,,2014-06-26 ,56
7637,6,130,a600ee6f-0ac6-4757-9cfa-37cd249734ea,101,0,2,2,BIC sur incentive = 7%,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7930000,XOF,12089.207067,0,0,0,0,0,,2014-06-26 ,56
7638,6,130,a776cbc7-7893-4205-86da-ef497f2fb7b1,5,0,2,2,Admin terrain,2014,0,0,0,0,0,0,1,1,1,1,1,1,0,6,215000,XOF,327.765387,1966.59,0,0,0,0,,2014-06-26 ,56
7639,6,130,b0d06c12-ea22-4e5a-b49a-6f963f74a190,72,0,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490000,XOF,747.000184,0,0,0,0,0,,2014-06-26 ,56
7640,6,130,bfa0cada-875e-4bea-823b-0b3fa5ffbded,111,197,2,2,,2014,0,0,0,0,0,0,10,10,10,10,10,10,0,60,35000,XOF,53.357156,3201.43,0,0,0,0,,2014-06-26 ,56
7641,6,130,c68d8267-6ed6-4714-aebf-ce0736bdb785,54,168,2,2,,2014,0,0,0,4,4,10,10,10,10,10,10,10,0,78,50000,XOF,76.224509,5945.51,0,0,0,0,,2014-06-26 ,56
7642,6,130,cd08534f-2f09-473c-b1af-29c706952769,54,167,2,2,,2014,0,0,0,0,12,12,26,26,26,26,26,26,0,180,10000,XOF,15.244902,2744.08,0,0,0,0,,2014-06-26 ,56
7643,6,130,e1301d68-c3b3-4676-9ce5-6120ebdf5a49,43,0,2,2,,2014,0,0,0,0,3,3,9,9,9,9,9,9,0,60,910000,XOF,1387.286057,83237.16,0,0,0,0,,2014-06-26 ,56
7644,6,130,e4ab216a-b8f6-41cd-9756-fc4cc48818aa,12,195,2,2,,2014,0,0,0,0,2,2,5,5,5,5,5,5,0,34,30000,XOF,45.734705,1554.98,0,0,0,0,,2014-06-26 ,56
7645,6,130,e9f5f968-0501-4d9d-a38d-acda55b96b2c,147,0,2,2,Admin terrain,2014,0,0,0,0,0,0,1,1,1,1,1,1,0,6,1000000,XOF,1524.490172,9146.94,0,0,0,0,,2014-06-26 ,56
7646,6,130,f16d2bff-02d5-415d-959b-a3e6cb7ac36f,61,0,2,2,,2014,0,0,0,0,71,71,80,80,80,80,80,120,80,742,211115,XOF,321.842743,238807.32,0,0,0,0,,2014-06-26 ,56
7647,6,130,f9f4a528-1165-443a-a002-5a2463723f5c,76,0,2,2,,2014,0,0,0,0,8,8,140,140,140,140,140,140,0,856,50000,XOF,76.224509,65248.18,0,0,0,0,,2014-06-26 ,56
7648,6,156,@A_156_2042014,204,0,25,86,Majors,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,182.94,0,0,0,,2014-06-26 ,56
7649,6,156,26cfa1f4-2ccf-4224-8432-117fa0ce4ec4,155,0,2,2,,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,223747,EUR,223747,223747,0,0,0,0,,2014-06-26 ,56
7650,6,334,@A_334_2012014,201,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,3427.9700000000003,0,0,0,,2014-06-26 ,56
7651,6,334,@A_334_2062014,206,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,149.4,0,0,0,,2014-06-26 ,56
7652,6,334,@A_334_2172014,217,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,844.69,0,0,0,,2014-06-26 ,56
7653,6,51,3829e658-cbaa-4b48-9281-9c099d91e698,8,337,2,2,,2014,1,1,1,0,0,0,0,0,0,0,0,0,0,3,450000,XOF,686.020578,2058.06,0,0,0,0,,2014-06-26 ,56
7654,6,51,e5e4a899-9f9a-40b5-bbe9-9b11ab7b0f09,8,338,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,450000,XOF,686.020578,8232.25,0,0,0,0,,2014-06-26 ,56
7655,6,51,0b2108d4-1090-4b06-b786-75b285eaa380,8,339,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,450000,XOF,686.020578,8232.25,0,0,0,0,,2014-06-26 ,56
7656,6,51,f173d1a4-b1b1-46e1-85b0-5654bff78440,8,340,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,450000,XOF,686.020578,8232.25,0,0,0,0,,2014-06-26 ,56
7657,6,156,b579671a-767c-405d-a412-76cd8271ba63,5,0,25,86,ARC,2014,0,0,0,0,1,1,1,1,0,0,0,0,0,4,100000,XOF,152.449017,609.8,0,0,0,0,,2014-06-26 ,56
7658,6,156,c244a99a-252c-4e19-9438-a836b422572f,7,0,25,86,,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,1,90000,XOF,137.204116,137.2,0,0,0,0,,2014-06-26 ,56
7659,6,156,412d7c45-2436-4cd5-886d-af368521595c,15,0,25,86,,2014,0,0,0,0,0,1,1,1,0,0,0,0,0,3,50000,XOF,76.224509,228.67,0,0,0,0,,2014-06-26 ,56
7660,6,156,e8cd7a79-9b2c-49ac-95f0-635221122cd1,17,0,25,86,,2014,0,0,0,0,0,1,1,1,0,0,0,0,0,3,95000,XOF,144.826566,434.48,0,0,0,0,,2014-06-26 ,56
7661,6,156,20f5ea32-9990-4d47-8744-c6daa46287d7,18,0,25,86,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2014-06-26 ,56
7662,6,156,97d3c7ab-6034-492e-ad7d-b62b4192660b,23,0,25,86,,2014,0,0,0,0,0,1,1,1,0,0,0,0,0,3,30000,XOF,45.734705,137.2,0,0,0,0,,2014-06-26 ,56
7663,6,156,23267b25-a024-4bdd-bae7-f5d93f089004,34,0,25,86,Sucre carême,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000,XOF,22.867353,22.87,0,0,0,0,,2014-06-26 ,56
7664,6,156,f0b38637-c5da-421e-8afd-46950ab36a49,43,0,25,86,,2014,0,0,0,0,0,1,1,1,0,0,0,0,0,3,910000,XOF,1387.286057,4161.86,0,0,0,0,,2014-06-26 ,56
7665,6,156,76f527d1-5c4b-432e-acf3-6c2daa849b0d,44,0,25,86,,2014,0,0,0,0,0,1,1,1,0,0,0,0,0,3,300000,XOF,457.347052,1372.04,0,0,0,0,,2014-06-26 ,56
7666,6,156,30fd6135-74ff-44fb-8df4-0279160d9baf,54,0,25,86,,2014,0,0,0,0,0,2,2,2,0,0,0,0,0,6,20000,XOF,30.489803,182.94,0,0,0,0,,2014-06-26 ,56
7667,6,156,0367825e-7c2a-43f5-8474-e24aa05b0f2a,62,0,25,86,,2014,0,0,0,0,0,1,1,1,0,0,0,0,0,3,250000,XOF,381.122543,1143.37,0,0,0,0,,2014-06-26 ,56
7668,6,156,396ee500-fef4-4b99-8039-c088808dfc0d,66,0,25,86,,2014,0,0,0,0,0,1,1,1,0,0,0,0,0,3,270000,XOF,411.612347,1234.84,0,0,0,0,,2014-06-26 ,56
7669,6,156,6eab8650-5b25-4f23-97e3-1b47083d3a44,76,0,25,86,,2014,0,0,0,0,0,2,2,2,0,0,0,0,0,6,210000,XOF,320.142936,1920.86,0,0,0,0,,2014-06-26 ,56
7670,6,156,2c683678-784c-4a8c-b368-f17a516da1bd,111,0,25,86,,2014,0,0,0,0,0,0,1,1,0,0,0,0,0,2,100000,XOF,152.449017,304.9,0,0,0,0,,2014-06-26 ,56
7671,6,156,5ca61a64-49fe-436e-b8b4-802ca9c2ad36,146,0,25,86,,2014,0,0,0,0,0,2,2,2,0,0,0,0,0,6,210000,XOF,320.142936,1920.86,0,0,0,0,,2014-06-26 ,56
7672,6,156,414220b2-bde1-416a-bbde-e41575e0ce3d,152,0,25,86,,2014,0,0,0,0,0,1,0,1,0,0,0,0,0,2,147000,XOF,224.100055,448.2,0,0,0,0,,2014-06-26 ,56
7673,6,156,f3060776-ff24-49ad-910a-ed8b6f6df282,51,0,25,86,Biscuit pour enfant,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50000,XOF,76.224509,76.22,0,0,0,0,,2014-06-26 ,56
7674,6,156,419a07f6-4207-4feb-8aff-29d794a546f2,164,0,25,86,1 seau par maman,2014,0,0,0,0,0,130,0,0,0,0,0,0,0,130,3,EUR,3,390,0,0,0,0,,2014-06-26 ,56
7675,6,156,1bec549a-0dea-42d3-ad6e-920343ebd1be,156,0,25,86,,2014,0,0,0,0,0,0,1,1,0,0,0,0,0,2,245,EUR,245,490,0,0,0,0,,2014-06-26 ,56
7676,6,130,7f28194a-e7b6-43e9-85b1-174ebb779732,54,0,2,2,Dr Kadre,2014,0,0,0,0,1,1,1,1,1,1,1,1,0,8,25000,XOF,38.112254,304.9,0,0,0,0,,2014-06-26 ,56
7677,6,130,29a9a986-6222-49ef-a5c9-e4da8c7bce67,51,342,2,2,4iclu/J * 5 sites * 22 jrs d'incl,2014,0,0,0,0,440,440,440,440,440,440,440,440,0,3520,750,XOF,1.143368,4024.66,0,0,0,0,,2014-06-26 ,56
7678,6,130,885c1cd5-fe3c-4ae7-b013-49ba4bb53738,54,0,2,2,MCD,2014,0,0,0,0,1,1,1,1,1,1,1,1,0,8,75000,XOF,114.336763,914.69,0,0,0,0,,2014-06-26 ,56
