rownames,work_duration_id,created,modified,comments,duration,created_by_id,last_modification_by_id,period_id,project_id,user_id,collaborator_id
4919,5719,2014-11-07 ,2014-11-07 ,,20,23,23,22,388,23,23
4920,5720,2014-11-07 ,2014-11-07 ,,1,23,23,22,74,23,23
4921,5721,2014-11-07 ,2014-11-07 ,,1,23,23,22,255,23,23
4922,5723,2014-11-07 ,2014-11-07 ,Presenation of the study results WHO ,1,23,23,22,79,23,23
4923,5724,2013-12-04 ,2014-11-07 ,8  15  23  24  29  30 après-midi,5.5,34,34,22,208,34,34
4924,5726,2014-06-24 ,2014-11-07 ,préparation DSMB et supervision Mali + ouverture Niger,7.5,34,34,22,73,34,34
4925,5729,2014-11-07 ,2014-11-07 ,Malaria Working Group 16,1,34,34,22,46,34,34
4926,5730,2014-11-07 ,2014-11-07 ,aide plan d'analyse,1,34,34,22,30,34,34
4927,5731,2014-11-07 ,2014-11-07 ,mails  biblio  réunions  préparation présentation IMEA (2j)  prospective nouveaux projets 2015 (palu  nouveau-nés) (1 j)  rédaction article entomo Mbarara (2j),8,34,34,22,211,34,34
4928,5732,2014-11-07 ,2014-11-07 ,,7,7,7,22,395,7,7
4929,5733,2014-11-07 ,2014-11-07 ,,8,7,7,22,390,7,7
4930,5734,2014-11-07 ,2014-11-07 ,preparation for ASTMH  e-mails  briefings  etc,4,7,7,22,211,7,7
4931,5735,2014-11-07 ,2014-11-07 ,report writing,4,7,7,22,88,7,7
4932,5737,2014-03-04 ,2014-11-07 ,,4.5,25,25,22,211,25,25
4933,5738,2014-04-17 ,2014-11-07 ,,6.5,25,25,22,136,25,25
4934,5739,2014-08-18 ,2014-11-07 ,,5.25,25,25,22,384,25,25
4935,5740,2014-10-02 ,2014-11-07 ,"Rédaction d'article pour le projet ""822239 - Risk factors for visceral leishmaniasis"" (Yolanda) dont le code n'est plus disponible  ... alors que j'avais compris qu'il restait encore des jours en 2014. ",1,25,25,22,211,25,25
4936,5741,2014-10-02 ,2014-11-07 ,,2.5,25,25,22,2,25,25
4937,5743,2014-11-07 ,2014-11-07 ,,1.25,25,25,22,281,25,25
4938,5744,2014-11-07 ,2014-11-07 ,,2,25,25,22,402,25,25
4939,5745,2014-11-12 ,2014-11-12 ,,2,52,52,22,211,52,49
4940,5746,2014-11-12 ,2014-11-12 ,Jessica paper etc...,2,52,52,22,44,52,49
4941,5747,2014-11-12 ,2014-11-12 ,field 26/10 to 31/10,15,52,52,22,386,52,49
4942,5748,2014-11-12 ,2014-11-12 ,briefings  preparation of the survey etc,2,52,52,22,386,52,49
4943,5749,2014-11-13 ,2014-11-13 ,Migration HepB Vérification Base Paoua,3,21,21,22,244,21,21
4944,5750,2014-11-13 ,2014-11-13 ,1 RTTM: 10/10 1 CP: 17/10,2,21,21,22,208,21,21
4945,5751,2014-11-13 ,2014-11-13 ,,1,21,21,22,239,21,21
4946,5752,2014-11-13 ,2014-11-13 ,,2,21,21,22,259,21,21
4947,5753,2014-11-13 ,2014-11-13 ,Caractérisation des projets Epicentre  réunions support équipe  CoDir,5,21,21,22,232,21,21
4948,5754,2014-11-13 ,2014-11-13 ,Développement Base REDCap Mathare Call centre,3,21,21,22,242,21,21
4949,5755,2014-11-13 ,2014-11-13 ,Discussion analyse,1,21,21,22,295,21,21
4950,5756,2014-11-13 ,2014-11-13 ,Hep C (2j) Mails  biblio  articles NTD,6,21,21,22,211,21,21
4951,5757,2014-11-13 ,2014-11-13 ,administration du PSP sur place et suivi retour,9,16,16,22,280,16,16
4952,5758,2014-11-13 ,2014-11-13 ,Préparation Rép Epi décembre ,3,16,16,22,281,16,16
4953,5760,2014-11-13 ,2014-11-13 ,aide à la préparation du Rep Epi à Khartoum,0.5,16,16,22,385,16,16
4954,5761,2014-11-13 ,2014-11-13 ,divers formation,1.5,16,16,22,210,16,16
4955,5762,2014-11-13 ,2014-11-13 ,divers général,1,16,16,22,211,16,16
4956,5763,2014-11-13 ,2014-11-13 ,Récupérations les 15  20  27  28  29 et 30 octobre  des jours passés au PSP: 19  20  21  26  27 et 28 sept,6,16,16,22,208,16,16
4957,5764,2014-11-17 ,2014-11-17 ,,8,38,38,22,91,38,37
4958,5765,2014-11-17 ,2014-11-17 ,,5,38,38,22,41,38,37
4959,5766,2014-11-17 ,2014-11-17 ,,1,38,38,22,44,38,37
4960,5767,2014-11-17 ,2015-01-17 ,hep C unitaid,1.5,38,60,22,211,38,37
4961,5768,2014-11-17 ,2014-11-17 ,,1,38,38,22,242,38,37
4962,5769,2014-11-17 ,2014-11-17 ,,2,38,38,22,297,38,37
4963,5770,2014-11-17 ,2014-11-17 ,,1,38,38,22,348,38,37
4964,5771,2014-11-17 ,2014-11-17 ,,3.5,38,38,22,211,38,37
4965,5772,2014-11-19 ,2014-11-19 ,Nut Vacci,2,52,52,22,191,52,49
4966,5773,2013-11-08 ,2014-11-25 ,Management of the base,6,53,53,22,55,53,50
4967,5774,2013-11-08 ,2014-11-25 ,study supervision,1,53,53,22,118,53,50
4968,5775,2013-11-08 ,2014-11-25 ,study supervision,1,53,53,22,115,53,50
4969,5777,2014-09-11 ,2014-11-25 ,data analysis,2,53,53,22,106,53,50
4970,5778,2014-09-11 ,2014-11-25 ,manuscript writing ,3,53,53,22,76,53,50
4971,5781,2014-10-09 ,2014-11-25 ,redaction paper,1,53,53,22,81,53,50
4972,5782,2014-11-25 ,2014-11-25 ,conference South Africa on laboratory medicine,4,53,53,22,44,53,50
4973,5783,2014-11-25 ,2014-11-25 ,MSF OCP Directors visit and teaching activties MUST,5,53,53,22,211,53,50
4974,5788,2013-11-19 ,2014-11-25 ,Suivi  poster  conference,5,26,26,22,100,26,26
4975,5789,2014-07-04 ,2014-11-25 ,Protocol  meetings  CRF shared,2,26,26,22,346,26,26
4976,5790,2014-08-15 ,2014-11-25 ,Follow-up,1,26,26,22,350,26,26
4977,5791,2014-08-15 ,2014-11-25 ,Prospective data collection  review literature,3,26,26,22,348,26,26
4978,5793,2014-10-09 ,2014-11-25 ,article,3,26,26,22,101,26,26
4979,5797,2014-11-25 ,2014-11-25 ,Suivi,1,26,26,22,94,26,26
4980,5798,2014-11-25 ,2014-11-25 ,Report,2,26,26,22,123,26,26
4981,5799,2014-11-25 ,2014-11-25 ,OR output 1,1,26,26,22,299,26,26
4982,5800,2014-11-25 ,2014-11-25 ,Preparation SAB,1,26,26,22,93,26,26
4983,5801,2014-11-26 ,2014-11-26 ,,1.5,24,24,22,211,24,24
4984,5803,2014-11-26 ,2014-11-26 ,,1,24,24,22,173,24,24
4985,5804,2014-11-26 ,2014-11-26 ,,0.5,24,24,22,369,24,24
4986,5805,2014-11-26 ,2014-11-26 ,,2.25,24,24,22,216,24,24
4987,5806,2014-11-30 ,2014-11-30 ,,10,33,33,22,280,33,33
4988,5807,2014-11-30 ,2015-01-07 ,FOOT ,3,33,60,22,191,33,33
4989,5808,2014-11-30 ,2014-11-30 ,,2,33,33,22,379,33,33
4990,5809,2014-11-30 ,2014-11-30 ,,1,33,33,22,380,33,33
4991,5810,2014-11-30 ,2014-11-30 ,,1,33,33,22,389,33,33
4992,5811,2014-11-30 ,2014-11-30 ,,1,33,33,22,412,33,33
4993,5812,2014-11-30 ,2014-11-30 ,,2,33,33,22,368,33,33
4994,5813,2013-11-08 ,2014-11-30 ,Meetings  literature  correspondance  reunion maison   1 day HCV meeting in Antwerp  (12.Sept (collaboration),3.5,9,9,22,211,9,9
4995,5814,2013-11-08 ,2014-11-30 ,1 day each: 26./29/30 Oct ,3,9,9,22,208,9,9
4996,5815,2014-09-15 ,2014-11-30 ,,4,9,9,22,361,9,9
4997,5816,2014-09-15 ,2014-11-30 ,SOPs. tools  database update Hom1a Bay eligible,10,9,9,22,296,9,9
4998,5817,2014-09-15 ,2014-11-30 ,data management & follow up,4,9,9,22,287,9,9
4999,5818,2014-10-09 ,2014-11-30 ,,4,9,9,22,239,9,9
5000,5819,2014-09-10 ,2014-12-01 ,sub-study preparation,2,11,11,23,130,11,11
5001,5821,2014-09-10 ,2014-12-01 ,,3.5,11,11,23,208,11,11
5002,5822,2014-10-09 ,2014-12-01 ,Field visit,6,11,11,23,188,11,11
5003,5828,2014-11-05 ,2014-12-01 ,,2,11,11,23,170,11,11
5004,5833,2014-10-09 ,2014-12-01 ,,3.5,11,11,23,152,11,11
5005,5839,2014-12-01 ,2014-12-01 ,,1.5,11,11,23,142,11,11
5006,5841,2014-09-10 ,2014-12-21 ,,0.5,11,11,23,211,11,11
5007,5850,2013-12-04 ,2014-12-01 ,RTT le 10  congé maternité depuis le 26 (26 27 28),4,34,34,23,208,34,34
5008,5851,2014-06-24 ,2014-12-01 ,préparation et réunion DSMB  supervision  budget  préparation soumission Trials,6,34,34,23,73,34,34
5009,5854,2014-11-07 ,2014-12-01 ,mails  biblio  préparation présentation et réunion IMEA (4j)  prospective nouveaux projets 2015. Rendez-vous médicaux grossesse,9,34,34,23,211,34,34
5010,5855,2014-12-01 ,2014-12-01 ,Congé maternité jusqu'au 26 mai 2015 inclus,21,34,34,24,208,34,34
5011,5856,2013-11-15 ,2014-12-01 ,follow up  preparation DSMB+DSMB,3.5,18,18,23,73,18,18
5012,5857,2013-11-15 ,2014-12-01 ,,2,18,18,23,211,18,18
5013,5858,2013-12-20 ,2014-12-01 ,protocol dev  meetings  ,7,18,18,23,107,18,18
5014,5859,2014-09-30 ,2014-12-01 ,meetings,0.5,18,18,23,118,18,18
5015,5860,2014-11-03 ,2014-12-01 ,analyses,2,18,18,23,288,18,18
5016,5861,2014-11-03 ,2014-12-01 ,RTTM 10/11,1,18,18,23,208,18,18
5017,5862,2014-12-01 ,2014-12-01 ,,3,18,18,23,419,18,18
5018,5864,2014-07-04 ,2014-12-01 ,Protocol  meetings  CRF shared,2,26,26,23,346,26,26
5019,5865,2014-08-15 ,2014-12-01 ,Follow-up,1,26,26,23,350,26,26
5020,5866,2014-08-15 ,2014-12-01 ,Prospective data collection,4,26,26,23,348,26,26
5021,5867,2014-10-09 ,2014-12-01 ,article,1,26,26,23,101,26,26
5022,5868,2014-11-25 ,2014-12-01 ,Suivi,1,26,26,23,94,26,26
5023,5870,2014-11-25 ,2014-12-01 ,OR output 1,2,26,26,23,299,26,26
5024,5872,2014-12-01 ,2014-12-01 ,Field visit + Follow-up,6,26,26,23,345,26,26
5025,5873,2013-11-08 ,2014-12-02 ,ASTMH présentation et rapport,5,54,54,23,41,54,51
5026,5874,2014-07-02 ,2014-12-02 ,Suivi,1,54,54,23,89,54,51
5027,5879,2013-11-08 ,2014-12-02 ,,6,49,49,23,83,49,46
5028,5880,2014-03-03 ,2014-12-02 ,,7,49,49,23,130,49,46
5029,5882,2014-08-28 ,2014-12-02 ,Proposal development  emails  communications,2,49,49,23,211,49,46
5030,5883,2014-11-03 ,2014-12-02 ,,1,49,49,23,108,49,46
5031,5884,2014-12-02 ,2014-12-02 ,,2,49,49,23,47,49,46
5032,5885,2014-12-02 ,2014-12-02 ,RTT M,1,49,49,23,208,49,46
5033,5886,2014-12-02 ,2014-12-02 ,2 days OCV meeting in Geneva ,4,2,2,23,399,2,2
5034,5887,2014-12-02 ,2014-12-02 ,3rd and 10th November,2,2,2,23,208,2,2
5035,5889,2014-12-02 ,2014-12-02 ,measles serology,1,2,2,23,44,2,2
5036,5890,2014-12-02 ,2014-12-02 ,,0.5,2,2,23,257,2,2
5037,5891,2014-12-02 ,2014-12-02 ,,1,2,2,23,256,2,2
5038,5892,2014-12-02 ,2014-12-02 ,,0.5,2,2,23,211,2,2
5039,5895,2014-12-02 ,2014-12-02 ,,2,30,30,22,211,30,30
5040,5896,2014-12-02 ,2014-12-02 ,,2,30,30,23,370,30,30
5041,5897,2014-12-02 ,2014-12-02 ,,2,30,30,23,211,30,30
5042,5898,2014-12-02 ,2014-12-02 ,,8,30,30,23,379,30,30
5043,5899,2014-12-02 ,2014-12-02 ,relecture rapport,1.5,30,30,23,340,30,30
5044,5900,2014-12-02 ,2014-12-02 ,17 au 20 nov,4.5,30,30,23,208,30,30
5045,5901,2014-12-02 ,2014-12-02 ,,1,30,30,23,413,30,30
5046,5902,2014-12-03 ,2014-12-03 ,Formation causal inference london school 10-14/11,5,38,38,23,209,38,37
5047,5903,2014-12-03 ,2014-12-03 ,finalisation rapport et article,6,38,38,23,91,38,37
5048,5904,2014-12-03 ,2014-12-03 ,,1,38,38,23,231,38,37
5049,5905,2014-12-03 ,2014-12-03 ,,1,38,38,23,348,38,37
5050,5906,2014-12-03 ,2014-12-03 ,,4,38,38,23,41,38,37
5051,5907,2014-12-03 ,2014-12-03 ,,2,38,38,23,211,38,37
5052,5908,2013-11-08 ,2015-01-16 ,Study implementation,1,53,60,23,118,53,50
5053,5909,2013-11-08 ,2014-12-03 ,study supervision,1,53,53,23,118,53,50
5054,5910,2013-11-08 ,2014-12-03 ,study supervision,1,53,53,23,115,53,50
5055,5911,2014-09-11 ,2014-12-03 ,data analysis,2,53,53,23,106,53,50
5056,5912,2014-09-11 ,2014-12-03 ,manuscript writing ,3,53,53,23,76,53,50
5057,5913,2014-10-09 ,2014-12-03 ,redaction paper,1,53,53,23,81,53,50
5058,5915,2014-11-25 ,2014-12-03 ,MSF OCP Directors visit and teaching activties MUST,3,53,53,23,211,53,50
5059,5916,2014-12-03 ,2014-12-03 ,management of the Centre,6,53,53,23,55,53,50
5060,5917,2014-12-03 ,2014-12-03 ,study supervision,1,53,53,23,121,53,50
5061,5918,2014-12-03 ,2014-12-03 ,,4,7,7,23,402,7,7
5062,5919,2014-12-03 ,2014-12-03 ,more epi explo ebola sierra leone and not scanpen support!!!,4,7,7,23,418,7,7
5063,5920,2014-12-03 ,2014-12-03 ,recouperation,2,7,7,23,208,7,7
5064,5921,2014-12-03 ,2014-12-03 ,,8,7,7,23,421,7,7
5065,5922,2014-12-03 ,2014-12-03 ,,1,7,7,23,211,7,7
5066,5923,2014-12-03 ,2014-12-03 ,,2,23,23,23,402,23,23
5067,5924,2014-12-03 ,2014-12-03 ,,17,23,23,23,388,23,23
5068,5925,2014-12-03 ,2014-12-03 ,,3,12,12,22,308,12,12
5069,5926,2014-12-03 ,2014-12-03 ,,1,12,12,22,208,12,12
5070,5927,2014-12-03 ,2014-12-03 ,,1,12,12,22,309,12,12
5071,5928,2014-12-03 ,2014-12-03 ,,3,12,12,22,135,12,12
5072,5929,2014-12-03 ,2014-12-03 ,,1,12,12,22,180,12,12
5073,5930,2014-12-03 ,2015-01-08 ,,4,12,12,22,44,12,12
5074,5931,2014-12-03 ,2014-12-03 ,,4,12,12,22,381,12,12
5075,5932,2014-12-03 ,2014-12-03 ,,19,10,10,23,380,10,10
5076,5933,2014-12-03 ,2014-12-03 ,,6,12,12,23,208,12,12
5077,5934,2014-12-03 ,2014-12-03 ,,3,12,12,23,135,12,12
5078,5935,2014-12-03 ,2014-12-03 ,,1,12,12,23,180,12,12
5079,5936,2014-12-03 ,2014-12-03 ,,5,12,12,23,44,12,12
5080,5937,2014-12-03 ,2014-12-03 ,,3,12,12,23,381,12,12
5081,5938,2014-12-03 ,2014-12-19 ,,10,12,12,24,208,12,12
5082,5939,2014-12-03 ,2014-12-03 ,,2,43,43,23,365,43,42
5083,5940,2014-12-03 ,2014-12-03 ,Completion of old articles,1,43,43,23,44,43,42
5084,5941,2014-12-03 ,2014-12-03 ,Follow-up,3,43,43,23,130,43,42
5085,5942,2014-12-03 ,2014-12-03 ,Follow-up,1,43,43,23,81,43,42
5086,5943,2014-12-03 ,2014-12-03 ,,1,43,43,23,399,43,42
5087,5944,2014-12-03 ,2014-12-03 ,,1,43,43,23,419,43,42
5088,5945,2014-12-03 ,2014-12-03 ,,2,43,43,23,51,43,42
5089,5946,2014-12-03 ,2014-12-03 ,,1,43,43,23,386,43,42
5090,5947,2014-12-03 ,2014-12-03 ,RTT 28/11,1,43,43,23,208,43,42
5091,5948,2014-12-03 ,2014-12-03 ,,1,43,43,23,388,43,42
5092,5949,2014-12-03 ,2014-12-03 ,,1,43,43,23,421,43,42
5093,5950,2014-12-03 ,2014-12-03 ,10 14 et du 21 au 30,8,28,28,23,208,28,28
5094,5951,2014-12-03 ,2014-12-03 ,,9,28,28,23,422,28,28
5095,5952,2014-12-03 ,2014-12-03 ,,2,28,28,23,211,28,28
5096,5953,2014-12-03 ,2014-12-03 ,Visit Guinea Ebola,3,43,43,23,47,43,42
5097,5954,2014-12-03 ,2014-12-03 ,Follow-up,1,43,43,23,216,43,42
5098,5955,2014-12-03 ,2014-12-03 ,Meetings  emails  phone calls  RH,4,43,43,23,210,43,42
5099,5958,2013-11-08 ,2014-12-04 ,Dept meetings; emails ,2.5,50,50,23,211,50,47
5100,5959,2014-12-04 ,2014-12-04 ,Field Visit,10,50,50,22,395,50,47
5101,5960,2014-12-04 ,2014-12-04 ,,2,50,50,22,211,50,47
5102,5961,2014-12-04 ,2014-12-04 ,Prep Case-study,1,50,50,22,388,50,47
5103,5962,2014-12-04 ,2014-12-04 ,,2,50,50,22,242,50,47
5104,5964,2014-12-04 ,2014-12-04 ,Read Proposal & Comment,0.25,50,50,23,313,50,47
5105,5965,2014-12-04 ,2014-12-04 ,Review report,0.25,50,50,23,102,50,47
5106,5966,2014-12-04 ,2014-12-04 ,,5,50,50,23,402,50,47
5107,5967,2014-12-04 ,2014-12-04 ,Discussions on analysis plan & data management for first article,4,50,50,23,289,50,47
5108,5968,2014-12-04 ,2014-12-04 ,RTTM 10 novembre,1,21,21,23,208,21,21
5109,5969,2014-12-04 ,2014-12-04 ,Myanmar - RDC,0.5,21,21,23,244,21,21
5110,5970,2014-12-04 ,2014-12-04 ,Réunion analyse,1,21,21,23,295,21,21
5111,5971,2014-12-04 ,2014-12-04 ,Support M&E,0.5,21,21,23,239,21,21
5112,5972,2014-12-04 ,2014-12-04 ,Field du 14 au 24,13,21,21,23,415,21,21
5113,5973,2014-12-04 ,2014-12-04 ,Revue des présentations pour lundi + étude de cas Hep E,0.5,21,21,23,281,21,21
5114,5974,2014-12-04 ,2014-12-04 ,,0.5,21,21,23,259,21,21
5115,5975,2014-12-04 ,2014-12-04 ,,2,21,21,23,232,21,21
5116,5976,2014-12-04 ,2014-12-04 ,,2,21,21,23,211,21,21
5117,5977,2014-12-04 ,2014-12-04 ,,1,39,39,23,393,39,38
5118,5978,2014-12-04 ,2014-12-04 ,,3,39,39,23,398,39,38
5119,5979,2014-12-04 ,2014-12-04 ,Pour 811332  SMC coverage survey Moissala  Chad OCP,9,39,39,23,211,39,38
5120,5980,2014-12-04 ,2014-12-04 ,Recup 21 24; RTTM 25 26; CP 27 28,6,39,39,23,208,39,38
5121,5981,2014-12-04 ,2014-12-04 ,CP 22 23 24 30 31; RTTM 26; recup 29,7,39,39,24,208,39,38
5122,5982,2014-12-04 ,2014-12-04 ,For 822539 Kaposi Sarcoma OCG  Mozambique,8,39,39,24,211,39,38
5123,5983,2014-12-04 ,2014-12-04 ,,2,39,39,24,398,39,38
5124,5984,2014-12-04 ,2014-12-04 ,,4,39,39,24,393,39,38
5125,5985,2014-12-05 ,2014-12-05 ,Préparation Réponse aux Epidémies,10,16,16,23,281,16,16
5126,5986,2014-12-05 ,2014-12-05 ,suivi admin PSP ,1,16,16,23,280,16,16
5127,5987,2014-12-05 ,2014-12-05 ,Admin Rép Epi Khartoum,0.5,16,16,23,385,16,16
5128,5988,2014-12-05 ,2014-12-24 ,divers formation,2,16,16,23,210,16,16
5129,5989,2014-12-05 ,2014-12-05 ,divers général,1,16,16,23,211,16,16
5130,5990,2014-12-05 ,2014-12-05 ,récupération du vendredi 3 octobre matin (PSP à St Prix) le lundi 17 novembre matin,0.5,16,16,23,208,16,16
5131,5991,2014-12-07 ,2014-12-07 ,,10,17,17,22,67,17,17
5132,5992,2014-12-07 ,2014-12-07 ,,5,17,17,22,211,17,17
5133,5993,2014-12-07 ,2014-12-07 ,,4,17,17,22,313,17,17
5134,5994,2014-12-07 ,2014-12-07 ,,4,17,17,22,319,17,17
5135,5995,2014-12-07 ,2014-12-07 ,,2,17,17,23,420,17,17
5136,5996,2014-12-07 ,2014-12-07 ,,10,17,17,23,67,17,17
5137,5997,2014-12-07 ,2014-12-07 ,,4,17,17,23,211,17,17
5138,5998,2014-12-07 ,2014-12-07 ,,1.5,17,17,23,319,17,17
5139,5999,2014-12-07 ,2014-12-07 ,,1.5,17,17,23,313,17,17
5140,6000,2014-12-07 ,2014-12-07 ,,10,17,17,24,420,17,17
5141,6001,2014-12-07 ,2014-12-19 ,24 et 26/12 RTT M  29 30 et 31 recup,5,17,17,24,208,17,17
5142,6002,2014-12-07 ,2014-12-07 ,,5,17,17,24,67,17,17
5143,6003,2014-12-07 ,2014-12-07 ,,2,17,17,24,313,17,17
5144,6004,2014-12-07 ,2014-12-07 ,,1,17,17,24,319,17,17
5145,6006,2014-12-07 ,2014-12-07 ,,10,3,3,22,169,3,3
5146,6007,2014-12-07 ,2014-12-07 ,,5,3,3,22,369,3,3
5147,6008,2014-12-07 ,2014-12-07 ,,5,3,3,22,394,3,3
5148,6009,2014-12-07 ,2014-12-07 ,,3,3,3,22,4,3,3
5149,6011,2014-12-07 ,2014-12-07 ,,5,3,3,23,369,3,3
5150,6012,2014-12-07 ,2014-12-07 ,,5,3,3,23,394,3,3
5151,6014,2014-12-07 ,2014-12-07 ,,4,3,3,23,169,3,3
5152,6015,2014-12-07 ,2014-12-07 ,,1.5,3,3,23,208,3,3
5153,6016,2014-12-07 ,2014-12-07 ,,3.5,3,3,23,4,3,3
5154,6017,2014-12-08 ,2014-12-08 ,,9,48,48,23,385,48,45
5155,6018,2014-12-08 ,2014-12-08 ,24/11/2014: RTTM,1,48,48,23,208,48,45
5156,6019,2014-12-08 ,2014-12-08 ,20/11/2014: recuperation day,1,48,48,23,208,48,45
5157,6020,2014-12-08 ,2014-12-08 ,,8,48,48,23,392,48,45
5158,6030,2014-12-09 ,2014-12-09 ,,1,40,40,22,211,40,39
5159,6034,2014-11-06 ,2014-12-09 ,,1,40,40,23,211,40,39
5160,6035,2014-11-06 ,2014-12-09 ,Prépa  mise en oeuvre  voyages  rapport,15,40,40,23,385,40,39
5161,6036,2014-11-06 ,2014-12-09 ,,5,40,40,23,281,40,39
5162,6042,2014-12-09 ,2014-12-09 ,,1,40,40,23,402,40,39
5163,6043,2013-11-08 ,2014-12-10 ,ARTTM,1,45,45,22,208,45,43
5164,6044,2013-11-08 ,2014-12-10 ,Framework Development (Soft et Hardware),4,45,45,22,211,45,43
5165,6045,2013-11-08 ,2014-12-10 ,Service Web (SVN  WIKI  JIRA  REDCAP  OpenClinica  Moodle  odk...),8.75,45,45,22,211,45,43
5166,6046,2013-11-08 ,2014-12-10 ,Reunion,1.5,45,45,22,211,45,43
5167,6047,2013-11-08 ,2014-12-10 , ,0.75,45,45,22,13,45,43
5168,6050,2013-11-08 ,2014-12-10 , ,0.5,45,45,22,74,45,43
5169,6053,2014-11-26 ,2014-12-10 ,,1.5,24,24,23,211,24,24
5170,6054,2014-11-26 ,2014-12-10 ,,0.5,24,24,23,173,24,24
5171,6055,2014-11-26 ,2014-12-10 ,,0.5,24,24,23,369,24,24
5172,6056,2014-11-26 ,2014-12-10 ,,2,24,24,23,216,24,24
5173,6057,2014-12-10 ,2014-12-10 ,,3.75,45,45,22,316,45,43
5174,6058,2014-12-10 ,2014-12-10 ,,2.5,45,45,22,244,45,43
5175,6059,2014-12-10 ,2014-12-10 ,,0.25,45,45,22,319,45,43
5176,6060,2013-11-08 ,2014-12-10 ,ARTTM,1,45,45,23,208,45,43
5177,6061,2013-11-08 ,2014-12-10 ,Framework Development (Soft  Hardware  Cloud),4.5,45,45,23,211,45,43
5178,6062,2013-11-08 ,2014-12-10 ,Service Web (SVN  WIKI  JIRA  REDCAP  OpenClinica  Moodle  odk...),7.25,45,45,23,211,45,43
5179,6063,2013-11-08 ,2014-12-10 ,Reunion,1.25,45,45,23,211,45,43
5180,6064,2013-11-08 ,2014-12-10 , ,0.5,45,45,23,13,45,43
5181,6065,2013-11-08 ,2014-12-10 , ,0.5,45,45,23,74,45,43
5182,6066,2014-12-10 ,2014-12-10 , ,2.25,45,45,23,316,45,43
5183,6067,2014-12-10 ,2014-12-10 ,,1.75,45,45,23,244,45,43
5184,6069,2014-12-12 ,2014-12-12 ,,2,38,38,24,41,38,37
5185,6070,2014-12-12 ,2014-12-12 ,,1,38,38,24,345,38,37
5186,6071,2014-12-12 ,2014-12-12 ,,0.5,38,38,24,94,38,37
5187,6072,2014-12-12 ,2014-12-12 ,,3,38,38,24,91,38,37
5188,6073,2014-12-12 ,2014-12-12 ,,2,38,38,24,211,38,37
5189,6074,2014-12-12 ,2014-12-12 ,visite Mbarara,5,38,38,24,211,38,37
5190,6075,2014-12-12 ,2014-12-12 ,,6,38,38,24,208,38,37
5191,6076,2014-12-12 ,2014-12-12 ,,1.5,38,38,24,297,38,37
5192,6077,2014-12-16 ,2014-12-16 ,,3,2,2,24,281,2,2
5193,6078,2014-12-16 ,2014-12-16 ,,1,2,2,24,211,2,2
5194,6079,2014-12-16 ,2014-12-16 ,29 et 30 décembre,2,2,2,24,208,2,2
5195,6080,2014-12-16 ,2014-12-16 ,,3.5,2,2,24,399,2,2
5196,6081,2014-12-16 ,2014-12-16 ,Update 2014 and follow-up Uganda and Chad,0.5,2,2,24,257,2,2
5197,6082,2014-12-16 ,2014-12-16 ,,1,2,2,24,256,2,2
5198,6083,2014-12-17 ,2014-12-17 ,FOOT,3,33,33,23,210,33,33
5199,6084,2014-12-17 ,2014-12-17 ,,2,33,33,23,379,33,33
5200,6085,2014-12-17 ,2014-12-17 ,,2,33,33,23,421,33,33
5201,6086,2014-12-17 ,2014-12-17 ,,2,33,33,23,415,33,33
5202,6087,2014-12-17 ,2014-12-17 ,,2,33,33,23,420,33,33
5203,6088,2014-12-17 ,2014-12-17 ,,1,33,33,23,413,33,33
5204,6089,2014-12-17 ,2014-12-17 ,,1,33,33,23,394,33,33
5205,6090,2014-12-17 ,2014-12-17 ,,7,33,33,23,211,33,33
5206,6091,2013-11-08 ,2014-12-17 ,ASTMH présentation et rapport,1.75,54,54,24,41,54,51
5207,6092,2014-07-02 ,2014-12-17 ,Suivi,2.25,54,54,24,89,54,51
5208,6093,2014-12-17 ,2014-12-17 ,Brainstorming NTD-VIH Présentations Ebola,0.5,54,54,24,211,54,51
5209,6094,2014-12-17 ,2014-12-17 ,En vacances du 22..12 au 04.01,1,54,54,24,208,54,51
5210,6095,2014-12-18 ,2014-12-18 ,Final revision of documents,2,23,23,24,402,23,23
5211,6096,2014-12-18 ,2014-12-18 ,Finalise report and briefing Sophie Mason,2,23,23,24,388,23,23
5212,6097,2014-12-18 ,2014-12-18 ,,1,23,23,24,74,23,23
5213,6098,2014-12-18 ,2014-12-18 ,,1,23,23,24,79,23,23
5214,6099,2014-12-18 ,2014-12-18 ,3 RTTM (8-10 dec) + 10 CP (22-31 dec),13,23,23,24,208,23,23
5215,6100,2014-12-18 ,2014-12-18 ,mail and meeting,2,23,23,24,211,23,23
5216,6101,2014-12-18 ,2014-12-18 ,,1,23,23,24,255,23,23
5217,6102,2014-12-19 ,2014-12-19 ,,14,60,60,20,335,81,100
5218,6103,2014-12-19 ,2014-12-19 ,,10,60,60,21,335,81,100
5219,6104,2014-12-19 ,2014-12-19 ,,17,60,60,23,400,81,100
5220,6105,2014-12-19 ,2014-12-19 ,,8,60,60,17,245,71,
5221,6107,2014-12-19 ,2014-12-19 ,,11,60,60,23,340,69,66
5222,6108,2014-12-19 ,2014-12-19 ,,6,60,60,23,420,77,68
5223,6109,2014-12-19 ,2015-01-16 ,,22,60,60,24,420,77,68
5224,6110,2014-12-19 ,2015-01-08 ,Finalisation rapport,3,30,30,24,379,30,30
