rownames,article_id,created,modified,code,editable_price,created_by_id,last_modification_by_id,fiscal_burden_nature_id,measure_unit_id,text_fr,text_en
262,270,2014-12-03 ,2017-10-13 ,AR262,1,60,60,13,4,Maintenance de l'equipement,Maintenance of equipment
263,271,2014-12-03 ,2014-12-03 ,AR263,1,60,60,5,4,Pièces de rechange biomed,Biomed spare parts
264,272,2014-12-03 ,2017-10-13 ,AR264,1,60,60,13,4,Maintenance des bâtiments,Maintenance of premises
265,273,2014-12-03 ,2015-06-17 ,AR265,1,56,97,20,2,Agent Polyvalent,Universal Agent
266,274,2014-12-05 ,2014-12-05 ,AR266,1,60,60,20,2,Consultant/CDD consultation,Consultant/Fixed-term contract consultation
267,275,2014-12-17 ,2014-12-17 ,AR500,1,60,60,3,4,Pipette,Pipette
268,276,2015-02-06 ,2015-02-06 ,AR267,1,60,60,6,4,Consommables informatique,Cumputer consumable
269,277,2015-03-19 ,2015-03-19 ,AR268,1,60,60,37,4,Overhead - Financement extérieur,Overhead - External Funding
270,278,2015-03-19 ,2015-03-19 ,AR269,1,60,60,20,2,Salaire - Epidemiologiste (pour financement ext.),Salary - Epidemiologist (for ext.funding)
271,279,2015-06-10 ,2015-06-10 ,AR270,1,60,60,9,4,Gestion des déchets,Waste management
272,280,2015-06-11 ,2015-06-17 ,AR271,1,56,97,20,2,Assistant Communicateur,Communicator Assistant
273,281,2015-06-11 ,2015-06-17 ,AR272,1,56,97,20,4,Prime unique d'installation,Installation Single Premium
274,282,2015-06-12 ,2015-06-17 ,AR273,1,56,97,20,2,Allocation pour Enfant,Children's Allowance
275,283,2015-06-29 ,2015-06-29 ,AR274,1,56,56,20,2,Administrateur RH,Administrateur RH
276,284,2015-06-29 ,2015-06-29 ,AR275,1,56,56,20,2,Administrateur Financier,Administrateur Financier
277,285,2015-06-29 ,2015-08-25 ,AR276,1,56,60,20,2,Logisticien Approvisionnement,Supply officer
278,286,2015-08-25 ,2015-08-25 ,AR277,1,60,60,20,2,Electricien (employé),Electrician (employee)
279,287,2015-08-25 ,2015-08-25 ,AR278,1,60,60,20,2,Magasinier/Storekeeper,Storekeeper
280,288,2015-08-25 ,2015-08-25 ,AR279,1,60,60,20,2,Chargé d'approvisionnement,Supply officer
281,289,2015-08-25 ,2015-08-25 ,AR280,1,60,60,20,2,Log assistant et chauffeur,Log assistant & driver
282,290,2015-08-25 ,2015-08-25 ,AR281,1,60,60,20,2,Agent d'assurance de la qualité,Quality assurance officer
283,291,2015-08-25 ,2015-08-25 ,AR282,1,60,60,20,2,Responsable du laboratoire principal,Main laboratory supervisor
284,292,2015-08-26 ,2015-08-26 ,AR283,1,60,60,20,2,Moniteur interne,Internal monitor
285,294,2015-08-26 ,2015-08-26 ,AR284,1,60,60,20,2,Assistant de recherche senior,Senior research assistant
286,295,2015-08-26 ,2015-08-26 ,AR285,1,60,60,20,2,Chercheur opérationnel épidémiologique,Epidemiological Operational researcher
287,296,2015-09-16 ,2015-09-16 ,AR286,1,56,56,20,2,Assistant Médical,Assistant Médical
288,297,2015-09-30 ,2015-09-30 ,AR287,1,60,60,20,2,Psychiatre,Psychiatrist
289,298,2015-10-28 ,2015-10-28 ,AR288,1,56,56,20,2,Assistant Moniteur,Assistant Moniteur
290,299,2015-10-28 ,2015-10-28 ,AR289,1,56,56,20,2,Superviseur ATR,Superviseur ATR
291,300,2015-10-28 ,2015-10-28 ,AR290,1,56,56,20,2,Gestionnaire de Données,Gestionnaire de Données
292,301,2015-10-28 ,2015-10-28 ,AR291,1,56,56,20,2,Gestionnaire de Données Adjoint,Gestionnaire de Données Adjoint
293,302,2015-10-28 ,2015-10-28 ,AR292,1,56,56,20,2,Contrôleur de Données,Contrôleur de Données
294,303,2015-10-28 ,2015-10-28 ,AR293,1,56,56,20,2,Médecin des Cas Référés,Médecin des Cas Référés
295,304,2015-10-28 ,2015-10-28 ,AR294,1,56,56,20,2,Médecin Monitorage,Médecin Monitorage
296,305,2015-12-08 ,2015-12-08 ,AR295,1,60,60,22,2,Frais d'expatriation,Expatriation costs
297,306,2015-12-09 ,2015-12-09 ,AR296,1,56,56,20,2,Responsable Comptable,Responsable Comptable
298,307,2015-12-09 ,2015-12-09 ,AR297,1,56,56,20,2,Responsable Ressources Humaines,Responsable Ressources Humaines
299,308,2015-12-09 ,2015-12-09 ,AR298,1,56,56,20,2,Responsable des Ressources Financières,Responsable des Ressources Financières
300,309,2016-01-14 ,2016-01-14 ,AR299,1,60,60,20,2,Manager administratif et ressources humaines, Human Resources and Administrative Manager
301,310,2016-03-17 ,2016-03-17 ,AR300,1,60,60,20,2,Contrôleur de gestion,Financial controler
302,311,2016-03-17 ,2016-03-17 ,AR301,1,60,60,20,2,Chargé de mission ressources humaines,Human resources project manager
303,312,2016-03-17 ,2016-03-17 ,AR302,1,60,60,20,2,Epidemiologiste,Epidemiologist
304,313,2016-04-01 ,2016-04-01 ,AR303,1,60,60,20,2,Responsable de site,Site manager
305,314,2016-04-01 ,2016-04-01 ,AR304,1,60,60,20,2,Technicien polyvalent,All round technician
306,315,2016-04-01 ,2016-04-01 ,AR305,1,60,60,20,2,Responsable des activités Epidémiologistes,Epidemiological activity Manager
307,316,2016-04-01 ,2016-04-01 ,AR306,1,60,60,20,2,Superviseur Logistique,Logistic Supervisor
308,317,2016-04-01 ,2016-04-01 ,AR307,1,60,60,20,2,Superviseur test Bayley,Bayley Test Supervisor
309,318,2016-04-01 ,2016-04-01 ,AR308,1,60,60,20,2,Technicien supérieur laboratoire recherche,Research Laboratory SuperiorTechnician
310,319,2016-04-01 ,2016-04-01 ,AR309,1,60,60,20,2,Agent chaîne de froid,Cold chain officer
311,321,2016-04-01 ,2016-04-01 ,AR310,1,60,60,20,2,Garde enfants,Nanny
312,322,2016-04-01 ,2016-04-01 ,AR311,1,60,60,20,2,Responsable Activités Gestion des données,Data Management Activity Manager
313,323,2016-04-04 ,2016-04-04 ,AR312,1,60,60,20,2,Investiguateur principal terrain ,Field principal investigator
314,324,2016-07-11 ,2016-07-11 ,AROFF,1,60,60,12,2,Location bureaux,Office rent
315,325,2016-07-11 ,2016-07-11 ,AR_PERT_GAINS,1,60,60,19,4,Pertes/Gains de change,Exchange loss/gains
316,326,2016-09-26 ,2016-09-26 ,ARSA,1,60,60,20,2,Secrétaire/archiviste,Assistant/archivist
317,327,2016-11-07 ,2016-11-07 ,ARMON,1,60,60,20,2,Moniteur laboratoire,Laboratory monitor
318,328,2016-11-08 ,2016-11-08 ,ARMONDATA,1,60,60,20,2,Coordinateur gestion des données/data,Data management coordinator
319,329,2016-11-09 ,2016-11-09 ,ARHONO,1,60,60,9,4,Honoraires,Fees
320,330,2017-02-17 ,2017-02-17 ,ARSDTC,1,60,60,20,4,Solde de tout compte,account settlement 
321,331,2017-10-11 ,2017-10-11 ,ARASS,1,60,60,20,2,Assistant Fi/Rh,Finance and HR assistant
322,332,2017-10-11 ,2017-10-11 ,ARRESPFIHR,1,60,60,20,2,Responsable Fi/Rh,Finance and HR manager
323,333,2017-10-12 ,2017-10-12 ,ARREDE,1,60,60,15,4,Redevance radio,Radio licence
324,334,2017-10-12 ,2017-10-12 ,ARLAV,1,60,60,20,2,Lavandier,Washman
325,335,2017-10-13 ,2017-10-13 ,ARGAZ,1,60,60,14,4,Gaz,Gaz
326,337,2017-10-13 ,2017-10-13 ,ARMAINVEH,1,60,60,13,4,Maintenance des vehicules,Maintenance of vehicles
327,338,2017-10-25 ,2017-10-25 ,ARITEM,1,57,57,22,2,Interimaire,Temporary employee
328,339,2018-02-13 ,2018-02-13 ,Rec,1,60,60,38,4,Autre vente,Other sales
329,340,2018-03-02 ,2018-03-02 ,ARINT,1,60,60,20,2,Interprete,Interpretor
330,341,2018-03-22 ,2018-03-22 ,ARTAB,1,60,60,5,4,Tablette,Tablet 
331,342,2018-05-24 ,2018-05-24 ,ARDON,1,60,60,27,4,Dons et subvention de partenaire Epicentre,Funding of Epicentre partner organization
332,343,2018-06-04 ,2018-06-04 ,RM1,1,60,60,20,2,Responsable des ressources,Resources manager
333,344,2018-07-24 ,2018-07-24 ,ARHYG,1,60,60,20,2,Hygieniste,Hygienist
334,345,2018-10-19 ,2018-10-19 ,ARLOGICIEL,1,60,60,6,2,Logiciel ,Software
335,346,2019-09-19 ,2019-09-19 ,ARSPLIT,1,60,60,5,4,Split,Split
336,347,2020-10-13 ,2021-07-09 ,RS,1,165,176,20,,Référent scientifique ,Scientific referent 
337,349,2020-10-23 ,2021-03-12 ,WS,1,165,176,17,4,Site Web,Website
338,350,2020-10-23 ,2021-03-12 ,O365,1,165,176,17,4,O365,O365
339,351,2021-04-27 ,2021-07-09 ,ARPHAR,1,140,176,20,2,Pharmacovigilance officer,Pharmacovigilance officer
340,352,2021-04-27 ,2021-07-09 ,ARDAT,1,140,176,20,2,Data protection manager,Data protection manager
341,354,2021-04-27 ,2021-07-09 ,ARDAT2,1,140,176,20,2,Data visualization,Data visualization
342,355,2021-04-27 ,2021-07-09 ,ARSTA,1,140,176,20,2,Senior statistician,Senior statistician
343,356,2021-04-27 ,2021-07-09 ,ARFIN,1,140,176,20,2,Grant manager,Grant manager
344,357,2021-04-27 ,2021-07-09 ,ARRES,1,140,176,20,2,Clinical research associate,Clinical research associate
345,358,2021-04-27 ,2021-07-09 ,ARSUP,1,140,176,20,2,Senior supervisor,Senior supervisor
346,359,2021-04-27 ,2021-07-09 ,ARSTU,1,140,176,20,2,Study assistant,Study assistant
347,360,2021-04-27 ,2021-07-09 ,ARDAT3,1,140,176,20,2,Data science coordinator,Data science coordinator
348,361,2021-04-27 ,2021-07-09 ,ARCO,1,140,176,20,2,Coordinateur projet,Coordinateur projet
349,362,2021-04-27 ,2021-07-09 ,ARFIN2,1,140,176,20,2,Responsable financier,Responsable financier
350,363,2021-04-30 ,2021-07-09 ,ARSTA1,1,140,176,20,2,Statisticien,Statisticien
