rownames,axe1_analytical_section_id,created,modified,code,created_by_id,last_modification_by_id,text_fr,text_en
262,267,2013-12-03 ,2013-12-03 ,844110,16,16,Populations en Situation Précaire - mars 2014,Populations en Situation Précaire - mars 2014
263,268,2013-12-03 ,2013-12-03 ,822469,22,22,TB- Short standard course of DR-TB treatment in Mozambique- MSF OCG,TB- Short standard course of DR-TB treatment in Mozambique- MSF OCG
264,269,2013-12-04 ,2013-12-04 ,813274,1,1,Measles and OPV vaccination coverage in North and South Kivu (DRC),Measles and OPV vaccination coverage in North and South Kivu (DRC)
265,270,2013-12-04 ,2013-12-04 ,821470,29,29,HIV - All - Scientific Adivosry Board  2014,HIV - All - Scientific Adivosry Board  2014
266,271,2013-12-05 ,2013-12-05 ,811275,33,33,Palu evaluation  cyscope OCP,Palu evaluation  cyscope OCP
267,272,2013-12-05 ,2013-12-05 ,821471,11,11,Sepsis in pediatric hospital,Sepsis in pediatric hospital
268,273,2013-12-05 ,2013-12-05 ,823472,28,28,Adolescents Multicentrique Pre AR et ART,Adolescents Multicentrique Pre AR et ART
269,274,2013-12-05 ,2013-12-05 ,844111,16,16,Réponse aux épidémies Anglais Février 2014,Réponse aux épidémies Anglais Février 2014
270,275,2013-12-05 ,2013-12-05 ,844112,16,16,Populations en Situation Précaire - septembre 2014,Populations en Situation Précaire - septembre 2014
271,276,2013-12-05 ,2013-12-05 ,844113,16,16,Réponse aux épidémies Français décembre2014,Réponse aux épidémies Français décembre2014
272,277,2013-12-05 ,2013-12-05 ,841114,16,16,E-Response training course,E-Response training course
273,278,2013-12-05 ,2013-12-05 ,841115,16,16,Réponse aux épidémies décentralisé,Réponse aux épidémies décentralisé
274,279,2013-12-05 ,2013-12-05 ,821473,9,9,HIV/AIDS_UNITAID-funded_Task shift study ,HIV/AIDS_UNITAID-funded_Task shift study 
275,280,2013-12-05 ,2013-12-05 ,822474,18,18,UNITAID Viral Load: Association between NNRTI exposure  VL suppression and emergence of resistance in HIV-infected patients on rifampicin (CARINEMO),UNITAID Viral Load: Association between NNRTI exposure  VL suppression and emergence of resistance in HIV-infected patients on rifampicin (CARINEMO)
276,281,2013-12-05 ,2013-12-05 ,821475,9,9,HIV/AIDS-UNITAID-funded-Field evaluation of innovative CD4 POC test(s),HIV/AIDS-UNITAID-funded-Field evaluation of innovative CD4 POC test(s)
277,282,2013-12-05 ,2013-12-05 ,801005,9,9,EID in nut/ped programme- support baseline data,EID in nut/ped programme- support baseline data
278,283,2013-12-05 ,2013-12-05 ,801006,9,9,HIV/AIDS_Adolescents_Resistance and Adherence ,HIV/AIDS_Adolescents_Resistance and Adherence 
279,284,2013-12-05 ,2013-12-05 ,821476,60,60,EID in nut/ped programme- support baseline data,EID in nut/ped programme- support baseline data
280,285,2013-12-05 ,2013-12-05 ,821477,60,60,HIV/AIDS_Adolescents_Resistance and Adherence ,HIV/AIDS_Adolescents_Resistance and Adherence 
281,286,2013-12-05 ,2013-12-05 ,821478,9,9,HIV/AIDS_Adolescents_Resistance and Adherence ,HIV/AIDS_Adolescents_Resistance and Adherence 
282,287,2013-12-05 ,2013-12-05 ,821479,9,9,Early-Infant-Diagnosis-in nut/ped_ Support Baseline data & monitoring,Early-Infant-Diagnosis-in nut/ped_ Support Baseline data & monitoring
283,288,2013-12-05 ,2013-12-05 ,821480,9,9,"HIV/AIDS-UNITAID-""wish-list""_Same Day CD4/ART start  &  Analysis: Safe to stop CD4 count ?","HIV/AIDS-UNITAID-""wish-list""_Same Day CD4/ART start  &  Analysis: Safe to stop CD4 count ?"
284,289,2013-12-05 ,2013-12-05 ,825481,9,9,HIV-2nd line drug resistance & 12 months outcome 3rd line,HIV-2nd line drug resistance & 12 months outcome 3rd line
285,290,2013-12-06 ,2013-12-06 ,824482,38,38,Pre-ART Multicentric Analysis of FUCHIA database,Pre-ART Multicentric Analysis of FUCHIA database
286,291,2013-12-06 ,2013-12-06 ,823465,37,37,Statis trial  Mbarara_ANRS,Statis trial  Mbarara_ANRS
287,292,2013-12-06 ,2013-12-06 ,812276,33,33,C- South Sudan Mortality 2013 OCB,C- South Sudan Mortality 2013 OCB
288,293,2013-12-06 ,2013-12-06 ,821483,22,22,MDR-TB operational research UNITAID,MDR-TB operational research UNITAID
289,294,2013-12-06 ,2013-12-06 ,822484,24,24,R - Immunogenecity of the OCV when used in a single dose regimen and under controlled temperature chain in Africa,R - Immunogenecity of the OCV when used in a single dose regimen and under controlled temperature chain in Africa
290,295,2013-12-06 ,2013-12-06 ,821485,60,60,Réanalyse essais cliniques paludisme à l'aide de méthodes bayésiennes,Réanalyse essais cliniques paludisme à l'aide de méthodes bayésiennes
291,296,2013-12-09 ,2013-12-09 ,824486,60,60,VHC UNITAID,VHC UNITAID
292,297,2013-12-09 ,2013-12-09 ,824487,26,26,Use of LAM test in HIV infected adults with low CD4 count in programmatic conditions,Use of LAM test in HIV infected adults with low CD4 count in programmatic conditions
293,298,2013-12-09 ,2013-12-09 ,824488,26,26,Systematic TB treatment in severe malnourished children,Systematic TB treatment in severe malnourished children
294,299,2013-12-09 ,2013-12-09 ,821466,60,60,Marqueurs génétiques de la résistance à la sulfadoxine-pyrimethamine et à l amodiaquine après deux années de chimio prévention du paludisme saisonnier dans le district sanitaire de Moïssala  Tchad,Marqueurs génétiques de la résistance à la sulfadoxine-pyrimethamine et à l amodiaquine après deux années de chimio prévention du paludisme saisonnier dans le district sanitaire de Moïssala  Tchad
295,300,2013-12-09 ,2013-12-09 ,821489,12,12,Surgery- Negative Pressure Wound Treatment (NPWT),Surgery- Negative Pressure Wound Treatment (NPWT)
296,301,2013-12-09 ,2013-12-09 ,820490,12,12,Ultrasound Guided Peripheral Nerve Blocks,Ultrasound Guided Peripheral Nerve Blocks
297,302,2013-12-09 ,2013-12-09 ,821491,12,12,Implementation of a trauma score and urban trauma mortality burden of disease study ,Implementation of a trauma score and urban trauma mortality burden of disease study 
298,303,2013-12-09 ,2013-12-09 ,821492,12,12,Prospective description of surgical burn mortality,Prospective description of surgical burn mortality
299,304,2013-12-09 ,2013-12-09 ,821493,12,12,Treatment of cholera-related emesis to improve the benefits of ORS therapy,Treatment of cholera-related emesis to improve the benefits of ORS therapy
300,305,2013-12-09 ,2013-12-09 ,821494,12,12,Effectiveness of current cholera effluent treatment practices: Are we doing more harm than good?,Effectiveness of current cholera effluent treatment practices: Are we doing more harm than good?
301,306,2013-12-10 ,2013-12-10 ,824495,43,43,Article writing for rotavirus study,Article writing for rotavirus study
302,307,2013-12-17 ,2013-12-17 ,821496,53,53,Malaria-Uganda-Mbarara-Transmission,Malaria-Uganda-Mbarara-Transmission
303,308,2013-12-17 ,2013-12-17 ,821497,60,60,Ageing on ART in Chiradzulu,Ageing on ART in Chiradzulu
304,309,2013-12-17 ,2013-12-17 ,821498,60,60,Ndhiwa PMTCT Impact Evaluation ,Ndhiwa PMTCT Impact Evaluation 
305,310,2013-12-18 ,2013-12-18 ,823499,60,60,Coverage survey MDM Niger,Coverage survey MDM Niger
306,311,2013-12-19 ,2013-12-19 ,811277,60,60,C -  - All -  - Non used days - MSF-F -  -  -  - ,C -  - All -  - Non used days - MSF-F -  -  -  - 
307,312,2013-12-19 ,2013-12-19 ,812278,60,60,C -  - All -  - Non used days - MSF-B -  -  -  - ,C -  - All -  - Non used days - MSF-B -  -  -  - 
308,313,2013-12-19 ,2013-12-19 ,812279,60,60,C -  - All -  - Non used days - MSF-CH -  -  -  - ,C -  - All -  - Non used days - MSF-CH -  -  -  - 
309,314,2013-12-19 ,2013-12-19 ,812280,60,60,C -  - All -  - Non used days - MSF-E -  -  -  - ,C -  - All -  - Non used days - MSF-E -  -  -  - 
310,315,2013-12-19 ,2013-12-19 ,812281,60,60,C -  - All -  - Non used days - MSF-H -  -  -  - ,C -  - All -  - Non used days - MSF-H -  -  -  - 
311,316,2013-12-19 ,2013-12-19 ,811282,45,45,Maintenance ePOP,Maintenance ePOP
312,317,2013-12-20 ,2013-12-20 ,Z000,,,Hors du D2,Not in D2
313,318,2013-12-20 ,2013-12-20 ,Z0000,21,21,Not in D2,Not in D2
314,319,2013-12-20 ,2013-12-20 ,821490,60,60,Ultrasound Guided Peripheral Nerve Blocks,Ultrasound Guided Peripheral Nerve Blocks
315,320,2013-12-23 ,2013-12-23 ,804007,28,28,HIV Pediatric CIPHER Cohort,HIV Pediatric CIPHER Cohort
316,321,2013-12-23 ,2013-12-23 ,821500,17,17,IPD Homa Bay Epidemiology  Support ,IPD Homa Bay Epidemiology  Support 
317,322,2014-01-02 ,2014-01-02 ,824501,60,60,HIV Pediatric CIPHER Cohort,HIV Pediatric CIPHER Cohort
318,323,2014-01-02 ,2014-01-02 ,812283,8,8,Systeme de surveillance Mortalié Bangui,Systeme de surveillance Mortalié Bangui
319,324,2014-01-10 ,2014-01-10 ,811284,60,60,C-OCP-Haiti-PaP-Aide à l Implémentation de la nouvelle base de données ortho Hôpital MSFF   Drouillard - Haïti,C-OCP-Haiti-PaP-Aide à l Implémentation de la nouvelle base de données ortho Hôpital MSFF   Drouillard - Haïti
320,325,2014-01-20 ,2014-01-20 ,811285,60,60,Enquête Nutritionnelle SQUEAC MSF F,Enquête Nutritionnelle SQUEAC MSF F
321,326,2014-01-30 ,2014-01-30 ,80BELG,60,60,Décentralisés - Belgique,Décentralisés - Belgique
322,327,2014-01-30 ,2014-01-30 ,80UNST,60,60,Décentralisés - Etat-Unis,Décentralisés - Etat-Unis
323,328,2014-01-30 ,2014-01-30 ,80SUIS,60,60,Décentralisés - Suisse,Décentralisés - Suisse
324,329,2014-01-30 ,2014-01-30 ,80ESP,60,60,Décentralisés - Espagne,Décentralisés - Espagne
325,330,2014-01-30 ,2014-01-30 ,811286,60,60,P envelope,P envelope
326,331,2014-02-03 ,2014-02-03 ,821502,60,60,Enveloppe palu,Enveloppe palu
327,332,2014-02-03 ,2014-02-03 ,812287,60,60,RCA_Mortalité,RCA_Mortalité
328,333,2014-02-03 ,2014-02-03 ,811288,60,60,RCA_Urgence_Recolte des donnésintersection_2014,RCA_Urgence_Recolte des donnésintersection_2014
329,334,2014-02-03 ,2014-02-03 ,811289,60,60,Rougeole _NDjamena _Tchad _2014_OCP,Rougeole _NDjamena _Tchad _2014_OCP
330,335,2014-02-03 ,2014-02-03 ,821503,60,60,Enveloppe vaccination,Enveloppe vaccination
331,336,2014-02-03 ,2014-02-03 ,821504,60,60,New projects buffer,New projects buffer
332,337,2014-02-06 ,2014-02-06 ,812290,60,60,Enquête rétrospective de mortalité à Magaria,Enquête rétrospective de mortalité à Magaria
333,338,2014-02-07 ,2014-02-07 ,811291,60,60,Ouganda_Mortalitysurveillance_Adjumani_OCP,Ouganda_Mortalitysurveillance_Adjumani_OCP
334,339,2014-02-20 ,2014-02-20 ,842116,60,60,Response to emergencies and to epidemics  Islamabd  Pakistan  OCB,Response to emergencies and to epidemics  Islamabd  Pakistan  OCB
335,340,2014-02-24 ,2014-02-24 ,811292,60,60,RDC_Mortalité_Rutshuru_2014,RDC_Mortalité_Rutshuru_2014
336,341,2014-02-26 ,2014-02-26 ,814293,60,60,Violence_Bangui_intersectional_RCA_2014,Violence_Bangui_intersectional_RCA_2014
337,342,2014-02-28 ,2014-02-28 ,821505,60,60,Aetiology of childhood pneumonia  Mbarara  Uganda,Aetiology of childhood pneumonia  Mbarara  Uganda
338,343,2014-02-28 ,2014-02-28 ,821506,60,60,Aetiology of childhood pneumonia  Mbarara  Uganda,Aetiology of childhood pneumonia  Mbarara  Uganda
339,344,2014-02-28 ,2014-02-28 ,823507,60,60,Aetiology of childhood pneumonia  Mbarara  Uganda,Aetiology of childhood pneumonia  Mbarara  Uganda
340,345,2014-03-07 ,2014-03-07 ,811294,60,60,Chad_Mortality_RefugeesCAR_2014,Chad_Mortality_RefugeesCAR_2014
341,346,2014-03-07 ,2014-03-07 ,811295,60,60,Ethiopie_Mortalité_Gambella_2014,Ethiopie_Mortalité_Gambella_2014
342,347,2014-03-18 ,2014-03-18 ,842117,60,60,Training_ResponseToEmergencies_OCB_Pakistan_2014,Training_ResponseToEmergencies_OCB_Pakistan_2014
343,348,2014-03-18 ,2014-03-18 ,822508,60,60,centre de recherche et d'enseignement sur les maladies tropicales négligées au Cameroun,centre de recherche et d'enseignement sur les maladies tropicales négligées au Cameroun
344,349,2014-03-19 ,2014-03-19 ,812296,60,60,Investigation d'une épidémie de fièvre hémorragique  Guéckédou  Guinée,Investigation d'une épidémie de fièvre hémorragique  Guéckédou  Guinée
345,350,2014-04-03 ,2014-04-03 ,812297,60,60,Retrospective Mortality & VC  Minkaman South Soudan  OCG,Retrospective Mortality & VC  Minkaman South Soudan  OCG
346,351,2014-04-10 ,2014-04-10 ,822509,60,60,Systematic TB treatment in malnourished - OCBA,Systematic TB treatment in malnourished - OCBA
347,352,2014-04-10 ,2014-04-10 ,822510,60,60,Systematic TB treatment in malnourished - OCG,Systematic TB treatment in malnourished - OCG
348,353,2014-04-10 ,2014-04-10 ,822511,60,60,Use of LAM test in adults - Maputo,Use of LAM test in adults - Maputo
349,354,2014-04-10 ,2014-04-10 ,821512,60,60,Use of LAM test in adults  Chiradzulu  OPC,Use of LAM test in adults  Chiradzulu  OPC
350,355,2014-04-10 ,2014-04-10 ,822513,60,60,Use of LAM test in adults - Myanmar,Use of LAM test in adults - Myanmar
351,356,2014-04-10 ,2014-04-10 ,821514,60,60,Systematic TB treatment in malnourished - OCP,Systematic TB treatment in malnourished - OCP
352,357,2014-04-17 ,2014-04-17 ,823515,60,60,Malaria-Nutrition  NIger  BI  2014,Malaria-Nutrition  NIger  BI  2014
353,358,2014-04-17 ,2014-04-17 ,841118,60,60,HIV - Mise en place FUCHIA - Paoua,HIV - Mise en place FUCHIA - Paoua
354,359,2014-04-17 ,2014-04-17 ,821516,60,60,Parasitological efficacy and pharmacovigilance of SMC  5PC proposal,Parasitological efficacy and pharmacovigilance of SMC  5PC proposal
355,360,2014-04-18 ,2014-04-18 ,821517,60,60,Enveloppe jours pour concept note malaria in pregnancy Mbarara (demande du Malaria Working Group),Enveloppe jours pour concept note malaria in pregnancy Mbarara (demande du Malaria Working Group)
356,361,2014-04-24 ,2014-04-24 ,811298,60,60,Tchad_CV_rougeole_Mandalia_2014,Tchad_CV_rougeole_Mandalia_2014
357,362,2014-04-24 ,2014-04-24 ,811299,60,60,Facteurs associés aux retards aux rendez-vous - CARNOT,Facteurs associés aux retards aux rendez-vous - CARNOT
358,363,2014-04-24 ,2014-04-24 ,821518,60,60,Parasite clearance and molecular markers estimates associated with efficacy of Coartem in malaria patients in Ishongororo  Mbarara UGANDA,Parasite clearance and molecular markers estimates associated with efficacy of Coartem in malaria patients in Ishongororo  Mbarara UGANDA
359,364,2014-04-28 ,2014-04-28 ,821519,60,60,Collecte échantillon pasteur  Mali  OCP,Collecte échantillon pasteur  Mali  OCP
360,365,2014-04-28 ,2014-04-28 ,821520,60,60,Collecte échantillon pasteur  Mbarara  OCP,Collecte échantillon pasteur  Mbarara  OCP
361,366,2014-04-28 ,2014-04-28 ,825521,60,60,HIV 2nd line resistance and 3rd line outcomes_Mozambique,HIV 2nd line resistance and 3rd line outcomes_Mozambique
362,367,2014-05-07 ,2014-05-07 ,811300,60,60,Support épidémio palu  rdc  Katanga,Support épidémio palu  rdc  Katanga
363,368,2014-05-16 ,2014-05-16 ,821522,60,60,Methodological support to surgery studies  OCP,Methodological support to surgery studies  OCP
364,369,2014-05-22 ,2014-05-22 ,823523,60,60,Medical Care Under Fire  BI,Medical Care Under Fire  BI
365,370,2014-05-27 ,2014-05-27 ,811301,60,60,Uganda  Carriage  Adjumani  2014,Uganda  Carriage  Adjumani  2014
366,371,2014-05-30 ,2014-05-30 ,824524,60,60,Analyses multicentriques des adolescents Pre AR et ART,Analyses multicentriques des adolescents Pre AR et ART
367,372,2014-05-30 ,2014-05-30 ,824525,60,60,Medical Care Under Fire  BI,Medical Care Under Fire  BI
368,373,2014-05-30 ,2014-05-30 ,824526,60,60,Malaria-Nutrition  Niger  BI  2014,Malaria-Nutrition  Niger  BI  2014
369,374,2014-05-30 ,2014-05-30 ,813302,60,60,Outbreak investigation: cholera in Juba  South Sudan  2014.,Outbreak investigation: cholera in Juba  South Sudan  2014.
370,375,2014-05-30 ,2014-05-30 ,815303,60,60,Outbreak investigation: cholera in Juba  South Sudan  2014.,Outbreak investigation: cholera in Juba  South Sudan  2014.
371,376,2014-06-17 ,2014-06-17 ,821527,60,60,Documentation of mortality among CAR Refugees in Chad,Documentation of mortality among CAR Refugees in Chad
372,377,2014-06-17 ,2014-06-17 ,821528,60,60,Documentation of mortality among CAR Refugees in Chad,Documentation of mortality among CAR Refugees in Chad
373,378,2014-06-17 ,2014-06-17 ,811304,60,60,Documentation of mortality among CAR Refugees in Chad,Documentation of mortality among CAR Refugees in Chad
374,379,2014-06-17 ,2014-06-17 ,822529,60,60,Documentation of mortality among CAR Refugees in Cameroon,Documentation of mortality among CAR Refugees in Cameroon
375,380,2014-06-17 ,2014-06-17 ,822530,60,60,Documentation of mortality among CAR Refugees in Cameroon,Documentation of mortality among CAR Refugees in Cameroon
376,381,2014-06-17 ,2014-06-17 ,814305,60,60,Documentation of mortality among CAR Refugees in Cameroon,Documentation of mortality among CAR Refugees in Cameroon
377,382,2014-06-17 ,2014-06-17 ,815306,60,60,Documentation of mortality among CAR Refugees in Cameroon,Documentation of mortality among CAR Refugees in Cameroon
378,383,2014-06-25 ,2014-06-25 ,811307,60,60,DRC  immunoprotection  OCV  8 month 14days  Kalemie  OCP,DRC  immunoprotection  OCV  8 month 14days  Kalemie  OCP
379,384,2014-07-01 ,2014-07-01 ,821531,60,60,Use of LAM test in HIV infected adults with low CD4 count in programmatic conditions,Use of LAM test in HIV infected adults with low CD4 count in programmatic conditions
380,385,2014-07-03 ,2014-07-03 ,811308,60,60,Niger Bouza OCBA enquetes mortalité plus,Niger Bouza OCBA enquetes mortalité plus
381,386,2014-07-08 ,2014-07-08 ,811309,60,60,Enquête mort/nut  Kabalo  RDC  OCP  2014,Enquête mort/nut  Kabalo  RDC  OCP  2014
382,387,2014-07-16 ,2014-07-16 ,822532,60,60,Oral cholera vaccine effectiveness study in South Sudan  OCB  2014,Oral cholera vaccine effectiveness study in South Sudan  OCB  2014
383,388,2014-07-16 ,2014-07-16 ,821533,60,60,Réseau de résistance à l'artémisinine proposal  OCP,Réseau de résistance à l'artémisinine proposal  OCP
384,389,2014-07-17 ,2014-07-17 ,811310,60,60,Follow up newborn  OCP,Follow up newborn  OCP
385,390,2014-07-29 ,2014-07-29 ,811311,60,60,SouthSudan_Cholera_2014,SouthSudan_Cholera_2014
386,391,2014-07-29 ,2014-07-29 ,811312,60,60,Southsudan  Nutrition  Aweil 2013  OCP,Southsudan  Nutrition  Aweil 2013  OCP
387,392,2014-07-31 ,2014-07-31 ,812313,60,60,Liberia_OCG_Ebola_2014,Liberia_OCG_Ebola_2014
388,393,2014-07-31 ,2014-07-31 ,812314,60,60,Guinea_OCB_Ebola_2014,Guinea_OCB_Ebola_2014
389,394,2014-09-09 ,2014-09-09 ,811315,60,60,Carnot Mortalité retrsopsective 2014,Carnot Mortalité retrsopsective 2014
390,395,2014-09-09 ,2014-09-09 ,811316,60,60,Explo_IvorryCost_EbolaSurveillance,Explo_IvorryCost_EbolaSurveillance
391,396,2014-09-10 ,2014-09-10 ,821534,60,60,Wound survey  OCP,Wound survey  OCP
392,397,2014-10-01 ,2014-10-01 ,823535,60,60,Voyage Unitaid Hep C,Voyage Unitaid Hep C
393,398,2014-10-01 ,2014-10-01 ,822536,60,60,SAB Hep C  2014  OCG,SAB Hep C  2014  OCG
394,399,2014-10-02 ,2014-10-02 ,813317,60,60,Review of coverage methods - ACF,Review of coverage methods - ACF
395,400,2014-10-03 ,2014-10-03 ,842119,60,60,Response to Emergencies  Khartoum  2014,Response to Emergencies  Khartoum  2014
396,401,2014-10-06 ,2014-10-06 ,811318,60,60,Mortality Survey  Chad  Gore  Chad  october 2014  OCP,Mortality Survey  Chad  Gore  Chad  october 2014  OCP
397,402,2014-10-07 ,2014-10-07 ,825537,60,60,Oral cholera vaccine effectiveness study in South Sudan  OCB  2014,Oral cholera vaccine effectiveness study in South Sudan  OCB  2014
398,403,2014-10-07 ,2014-10-07 ,815319,60,60,Outbreak investigation: cholera in Juba  South Sudan  2014.,Outbreak investigation: cholera in Juba  South Sudan  2014.
399,404,2014-10-07 ,2014-10-07 ,811320,60,60,Outbreak investigation: cholera in Juba  South Sudan  2014.,Outbreak investigation: cholera in Juba  South Sudan  2014.
400,405,2014-10-08 ,2014-10-08 ,811321,60,60,Niger Bouza OCBA enquetes mortalité plus,Niger Bouza OCBA enquetes mortalité plus
401,406,2014-10-08 ,2014-10-08 ,812322,60,60,Niger Bouza OCBA enquetes mortalité plus,Niger Bouza OCBA enquetes mortalité plus
402,407,2014-10-09 ,2014-10-09 ,811323,60,60,Coverage survey OCV  Gambella  OCP,Coverage survey OCV  Gambella  OCP
403,408,2014-10-09 ,2014-10-09 ,812324,60,60,OCB_Ebola task force ,OCB_Ebola task force 
404,409,2014-10-09 ,2014-10-09 ,811325,60,60,Enquête de mortalité rétrospective  Monrovia  OCP,Enquête de mortalité rétrospective  Monrovia  OCP
405,410,2014-10-09 ,2014-10-09 ,812326,60,60,Villagebasedsurveillance_Ebola_Loffa_Liberia_OCG,Villagebasedsurveillance_Ebola_Loffa_Liberia_OCG
406,411,2014-10-09 ,2014-10-09 ,811327,60,60,Vacinecoverage_PCV_Adjumani_Uganda_2014,Vacinecoverage_PCV_Adjumani_Uganda_2014
407,412,2014-10-10 ,2014-10-10 ,811328,60,60,Surveilance - Marburg epidemic Uganda,Surveilance - Marburg epidemic Uganda
408,413,2014-10-10 ,2014-10-10 ,812329,60,60,EBola surveillance in non affected surrounding countries OCB ,EBola surveillance in non affected surrounding countries OCB 
409,414,2014-10-10 ,2014-10-10 ,811330,60,60,SMC Coverage Survey Madarounfa,SMC Coverage Survey Madarounfa
410,415,2014-10-16 ,2014-10-16 ,811331,60,60,SMC coverage survey  Koutiala 2014  OCP,SMC coverage survey  Koutiala 2014  OCP
411,416,2014-10-20 ,2014-10-20 ,811332,60,60,SMC coverage survey  Moissala 2014,SMC coverage survey  Moissala 2014
412,417,2014-10-22 ,2014-10-22 ,812333,60,60,SMC coverage survey  Guidan Roumdji 2014,SMC coverage survey  Guidan Roumdji 2014
413,418,2014-10-27 ,2014-10-27 ,812334,60,60,Ebola preparedness in at risk countries  OCB,Ebola preparedness in at risk countries  OCB
414,419,2014-10-29 ,2014-10-29 ,823538,60,60,WHO OCV Guideline,WHO OCV Guideline
415,420,2014-10-29 ,2014-10-29 ,822539,60,60,Use of pegylated liposomal doxorubicin for treatment of Kaposi's Sarcoma,Use of pegylated liposomal doxorubicin for treatment of Kaposi's Sarcoma
416,421,2014-11-04 ,2014-11-04 ,842120,60,60,Ebola epi training  ebolataskforce  OCB,Ebola epi training  ebolataskforce  OCB
417,422,2014-11-06 ,2014-11-06 ,822540,60,60,Hepatitis C  Unitaid study  Iran OCP field,Hepatitis C  Unitaid study  Iran OCP field
418,423,2014-11-06 ,2014-11-06 ,822541,60,60,Hepatitis C  Unitaid study  Myanmar OCA field,Hepatitis C  Unitaid study  Myanmar OCA field
419,424,2014-11-06 ,2014-11-06 ,822542,60,60,Hepatitis C  Unitaid study  Myanmar OCG field,Hepatitis C  Unitaid study  Myanmar OCG field
420,425,2014-11-06 ,2014-11-06 ,822543,60,60,Hepatitis C  Unitaid study  India OCA field,Hepatitis C  Unitaid study  India OCA field
421,426,2014-11-06 ,2014-11-06 ,822544,60,60,Hepatitis C  Unitaid study  India OCB field,Hepatitis C  Unitaid study  India OCB field
422,427,2014-11-06 ,2014-11-06 ,822545,60,60,Hepatitis C  Unitaid study  Mali OCP field,Hepatitis C  Unitaid study  Mali OCP field
423,428,2014-11-06 ,2014-11-06 ,822546,60,60,Hepatitis C  Unitaid study  Mozambique OCG field,Hepatitis C  Unitaid study  Mozambique OCG field
424,429,2014-11-06 ,2014-11-06 ,822547,60,60,Hepatitis C  Unitaid study  Kenya OCB field,Hepatitis C  Unitaid study  Kenya OCB field
425,430,2014-11-06 ,2014-11-06 ,822548,60,60,Hepatitis C  Unitaid study  transversal costs,Hepatitis C  Unitaid study  transversal costs
426,431,2014-11-17 ,2014-11-17 ,812335,60,60,C- Enquête de mortalité  nutrition  vaccination - RCA/Bangassou - OCB,C- Enquête de mortalité  nutrition  vaccination - RCA/Bangassou - OCB
427,432,2014-11-18 ,2014-11-18 ,811336,60,60,Seroprevalence  Monrovia  OCP,Seroprevalence  Monrovia  OCP
428,433,2014-11-18 ,2014-11-18 ,811337,60,60,Evaluation screening tool  OCP,Evaluation screening tool  OCP
429,434,2014-11-18 ,2014-11-18 ,811338,60,60,Outreach activities  Ebola  OCP,Outreach activities  Ebola  OCP
430,435,2014-11-18 ,2014-11-18 ,812339,60,60,Community surveillance redemption  Ebola  OCG,Community surveillance redemption  Ebola  OCG
431,436,2014-11-18 ,2014-11-18 ,814340,60,60,Epi platform  Ebola  Monrovia  OCG/OCP,Epi platform  Ebola  Monrovia  OCG/OCP
432,437,2014-11-18 ,2014-11-18 ,812341,60,60,Scanpen support  Ebola  OCG,Scanpen support  Ebola  OCG
433,438,2014-11-18 ,2014-11-18 ,814342,60,60,Protocol MEURI  Ebola,Protocol MEURI  Ebola
434,439,2014-11-18 ,2014-11-18 ,811343,60,60,Surveillance Ebola  Mali  OCP,Surveillance Ebola  Mali  OCP
435,440,2014-11-26 ,2014-11-26 ,811344,60,60,Ebola  Guinea  OCP,Ebola  Guinea  OCP
436,441,2014-11-26 ,2014-11-26 ,823549,60,60,CIPHER,CIPHER
437,442,2014-12-01 ,2014-12-01 ,822550,60,60,Hepatitis C  Unitaid study  Ukraine OCB field,Hepatitis C  Unitaid study  Ukraine OCB field
438,443,2014-12-04 ,2014-12-04 ,823551,60,60,RAPID trial protocol development  Wellcome Trust,RAPID trial protocol development  Wellcome Trust
439,444,2014-12-05 ,2014-12-05 ,821552,60,60,9 months MDRTB regimen in Papua Nouvelle Guinee,9 months MDRTB regimen in Papua Nouvelle Guinee
440,445,2014-12-05 ,2014-12-05 ,822553,60,60,LAM test for TB diagnosis in severely malnourished children,LAM test for TB diagnosis in severely malnourished children
441,446,2014-12-05 ,2014-12-05 ,844121,60,60,Réponse aux épidémies en Anglais  février 2015,Réponse aux épidémies en Anglais  février 2015
442,447,2014-12-05 ,2014-12-05 ,823554,60,60,Living Study ,Living Study 
443,448,2014-12-08 ,2014-12-08 ,821555,60,60,Best decontamination method for IS and GA,Best decontamination method for IS and GA
444,449,2014-12-08 ,2014-12-08 ,821556,60,60,IIEHSS Study: Impact of Infant Expanded HIV Screening Strategy using Point Care EID in Ndhiwa  Kenya,IIEHSS Study: Impact of Infant Expanded HIV Screening Strategy using Point Care EID in Ndhiwa  Kenya
445,450,2014-12-08 ,2014-12-08 ,844122,60,60,Populations en Situation Précaire  mars 2015,Populations en Situation Précaire  mars 2015
446,451,2014-12-08 ,2014-12-08 ,844123,60,60,Populations en Situation Précaire  septembre 2015,Populations en Situation Précaire  septembre 2015
447,452,2014-12-08 ,2014-12-08 ,844124,60,60,Réponse aux épidémies en Français  décembre 2015,Réponse aux épidémies en Français  décembre 2015
448,453,2014-12-09 ,2014-12-09 ,812345,60,60,Ebola freetown  OCG,Ebola freetown  OCG
449,454,2014-12-16 ,2014-12-16 ,842125,60,60,Réponse aux urgences  PUC Kinshasa  OCB,Réponse aux urgences  PUC Kinshasa  OCB
450,455,2014-12-18 ,2014-12-18 ,812346,60,60,Support RH epidemio base  OCB,Support RH epidemio base  OCB
