project_id,project_name,country_id,country_code,country_name,region_id,region_code,region_name,place_id,place_code,place_name
689,Electrolytes in Monrovia  OCP,46,LR,Liberia,1608,LR-11,Montserrado,28,LR-11-01,Monrovia
1048,endTB-Q Evaluating Newly Approved Drugs in Combination Regimens for Multidrug-Resistant TB with Fluoroquinolone Resistance,,,,,,,,,
988,endTB observational study OCA/OCG: Treatment of MDR-TB with regimens containing bedaquiline or delamanid,118,BY,Belarus,,,,,,
988,endTB observational study OCA/OCG: Treatment of MDR-TB with regimens containing bedaquiline or delamanid,27,KG,Kyrgyzstan,,,,,,
988,endTB observational study OCA/OCG: Treatment of MDR-TB with regimens containing bedaquiline or delamanid,21,MM,Myanmar (Burma),,,,,,
964,endTB observational study OCP: Treatment of MDR-TB with regimens containing bedaquiline or delamanid,18,AM,Armenia,,,,,,
964,endTB observational study OCP: Treatment of MDR-TB with regimens containing bedaquiline or delamanid,89,GE,Georgia,,,,,,
964,endTB observational study OCP: Treatment of MDR-TB with regimens containing bedaquiline or delamanid,14,KE,Kenya,,,,,,
1034,endTB: Concomitant and Extended use of Bedaquiline- and Delamanid-containing regimens: a Multi-Country Observational Study,,,,,,,,,
800,English RAREE  Ivory Coast  OCP,31,CI,Cote d'Ivoire,512,CI-01,Abidjan,16,CI-01-01,Abidjan
642,Enquete Bouza PPCSI Niger OCBA,10,NE,Niger,2082,NE-06,Tahoua,37,NE-06-04,Bouza
973,Enquete Connaissances Aptitudes et Pratiques (CAP) sur le recours 'acces aux soins de la population de  du district sanitaire de  Douentza Region Mopti  republique du Mali,8,ML,Mali,1891,ML-06,Mopti,108,Douentza,Douentza
220,Enquete CV rougeole et mortalite retrospective  Aketi  RDC   MSF-CH,1,CD,Congo - Kinshasa,544,CD-09,Orientale,138,Aketi,Aketi
845,Enquete de couverture CPS   Diffa  Niger,10,NE,Niger,2078,NE-02,Diffa,34,NE-02-01,Diffa
739,Enquete de couverture CPS et de couverture vaccinale multi antigene - Moissala Tchad,9,TD,Chad,2941,TD-13,Mandoul,47,TD-13-01,Moissala
834,Enquete de couverture CPS et de couverture vaccinale Novembre 2017 - Moissala Tchad,9,TD,Chad,2941,TD-13,Mandoul,47,TD-13-01,Moissala
844,Enquete de couverture CPS et Vaccinale  Bafata,161,GW,Guinea-Bissau,993,GW-01,Bafata,96,Bafata,Bafata
619,enquete de couverture CPS et vaccinale a Moissala -Tchad,9,TD,Chad,,,,,,
623,enquete de couverture CPS Koutiala 2015 Mali,8,ML,Mali,,,,,,
1050,enquete de couverture d'un progamme de depistage du cancer du col de l'uterus - Malawi,,,,,,,,,
716,Enquete de couverture et d'efficacite vaccinale rougeole - RDC -PROVINCE MANIEMA - 2016,1,CD,Congo - Kinshasa,543,CD-08,Kivu,12,CD-08-07,Maniema
972,Enquete de couverture vaccinale  de prevalence de la malnutrition et de mortalite retrospective. District Sanitaire de Madaoua  Region de Tahoua  Niger,10,NE,Niger,2082,NE-06,Tahoua,107,Madaoua,Madaoua
1044,Enquete de couverture vaccinale chez les enfants 0-12 mois dans un projet pilote d'immunisation a la naissance avec le DN-HepB dans la region du Hambol  Cote d'Ivoire,31,CI,Cote d'Ivoire,522,CI-11,Vallee du Bandama,99,Katiola,Katiola
843,Enquete de couverture vaccinale dans la region de la Lobaye  Centrafrique,4,CF,Central African Republic,416,CF-07,Lobaye,95,Lobaye,Lobaye
539,Enquete de couverture vaccinale multi antigene a Yida Sud Soudan,5,SS,South Sudan,2821,SS-06,Unity,82,Yida,Yida
893,Enquete de couverture vaccinale multi antigenes  Kidal  Mali,8,ML,Mali,1889,ML-04,Kidal,101,Kidal,Kidal
625,enquete de couverture vaccinale OCV et tetanos Maroua- Cameroun,45,CM,Cameroon,529,CM-04,Extreme-Nord,91,Maroua,Maroua
768,Enquete de couverture vaccinale Oral Cholera Vaccine 1er et 2eme dose en Haiti,7,HT,Haiti,1148,HT-10,Sud,22,HT-10-02,Port-a-Piment
1040,Enquete de couverture vaccinale rougeole-meningite a Maradi,10,NE,Niger,2080,NE-04,Maradi,35,NE-04-02,Maradi
633,enquete de mortalite a Madaoua  Niger,10,NE,Niger,,,,,,
550,enquete de mortalite baseline a Boga Ituri RDC,1,CD,Congo - Kinshasa,,,,,,
337,Enquete de mortalite en RDC  Rutshuru  2014  OCP,1,CD,Congo - Kinshasa,543,CD-08,Kivu,85,Rutshuru,Rutshuru
653,Enquete de mortalite et couverture vaccinale Paoua  RCA,4,CF,Central African Republic,423,CF-14,Ouham-Pende,14,CF-14-02,Paoua
390,Enquete de mortalite retrospective  Monrovia  OCP,46,LR,Liberia,1608,LR-11,Montserrado,28,LR-11-01,Monrovia
544,Enquete de mortalite retrospective a Diffa  Niger,10,NE,Niger,,,,,,
1035,Enquete de mortalite retrospective et specifiques apres une epidemie de rougeole dans trois Zones de Sante du Haut-Lomami - Republique Democratique du Congo (RDC)retrospective,1,CD,Congo - Kinshasa,541,CD-06,Katanga,127,Haut Lomami,Haut Lomami
371,Enquete mort/nut  Kabalo  RDC  OCP  2014,1,CD,Congo - Kinshasa,,,,,,
693,Enquete multi-indicateurs Koutiala - Mise a l'echelle - OCP - Mali,8,ML,Mali,1893,ML-08,Sikasso,29,ML-08-01,Koutiala
16,Enquete nutritionnelle et de mortalite retrospective  RDV  Kabalo  OCP,1,CD,Congo - Kinshasa,541,CD-06,Katanga,83,Kabalo,Kabalo
791,Enquete nutritionnelle et de mortalite retrospectiveKananga   Kasai Cantral,1,CD,Congo - Kinshasa,539,CD-04,Kasai-Occidental,6,CD-04-01,Kananga
322,Enquete Nutritionnelle SQUEAC  Madarounfa  Niger,10,NE,Niger,2080,NE-04,Maradi,81,Madarounfa,Madarounfa
655,Enquete par telephone mobile sur la situation sanitaire des populations du Nord Cameroun et l'acces aux soins (CM137),45,CM,Cameroon,529,CM-04,Extreme-Nord,131,Fotokol,Fotokol
655,Enquete par telephone mobile sur la situation sanitaire des populations du Nord Cameroun et l'acces aux soins (CM137),45,CM,Cameroon,529,CM-04,Extreme-Nord,132,Mayo-Sava,Mayo-Sava
655,Enquete par telephone mobile sur la situation sanitaire des populations du Nord Cameroun et l'acces aux soins (CM137),45,CM,Cameroon,529,CM-04,Extreme-Nord,130,Mora,Mora
334,Enquete retrospective de mortalite a Magaria,10,NE,Niger,,,,,,
998,Enquete sur la Connaissances  Aptitudes  Pratiques (CAP) de la population sur la sante de la reproduction  Diffa  Region de Diffa  Niger,10,NE,Niger,2078,NE-02,Diffa,34,NE-02-01,Diffa
997,Enquete sur la Connaissances  Aptitudes  Pratiques (CAP) de la population sur la sante de la reproduction  Diffa  Region de Diffa  Niger,,,,,,,,,
999,Enquete sur la Connaissances  Aptitudes  Pratiques (CAP) de la population sur la sante de la reproduction  Diffa  Region de Diffa  Niger,,,,,,,,,
327,Enveloppe for P projects,,,,,,,,,
355,Enveloppe jours pour concept note malaria in pregnancy Mbarara  OCP,13,UG,Uganda,,,,,,
331,Enveloppe paludisme,285,400,Undefined Countries,,,,,,
332,Enveloppe vaccination,,,,,,,,,
416,Epi platform  Ebola  Monrovia  OCG/OCP,46,LR,Liberia,,,,,,
671,Epidemie Cholera - Addis Adeba - OCP,75,ET,Ethiopia,,,,,,
526,Epidemie de Cholera - Juba - Sud Soudan - 2015,5,SS,South Sudan,,,,,,
626,Epidemie de Cholera au Malawi - Lake Chilwa- Machinga District,15,MW,Malawi,,,,,,
638,Epidemie de Cholera en Zambie - Lusaka - One dose OCV documentation,96,ZM,Zambia,3566,ZM-05,Lusaka,59,ZM-05-01,Lusaka
486,Epidemie de meningite a meningocoques (NmC) a Dosso  Niger,10,NE,Niger,,,,,,
525,Epidemie rougeole 2015 Katanga Mise en commun des donnees en intersection MSF,1,CD,Congo - Kinshasa,,,,,,
892,Epidemio position in South Sudan - OCP,5,SS,South Sudan,2816,SS-01,Central Equatoria,,,
892,Epidemio position in South Sudan - OCP,5,SS,South Sudan,2817,SS-02,Eastern Equatoria,,,
892,Epidemio position in South Sudan - OCP,5,SS,South Sudan,2818,SS-03,Jungoli,,,
892,Epidemio position in South Sudan - OCP,5,SS,South Sudan,2819,SS-04,Lakes,,,
892,Epidemio position in South Sudan - OCP,5,SS,South Sudan,2820,SS-05,North Bahr-al-Ghazal,,,
892,Epidemio position in South Sudan - OCP,5,SS,South Sudan,2821,SS-06,Unity,,,
892,Epidemio position in South Sudan - OCP,5,SS,South Sudan,2822,SS-07,Upper Nile,,,
892,Epidemio position in South Sudan - OCP,5,SS,South Sudan,2823,SS-08,Warap,,,
892,Epidemio position in South Sudan - OCP,5,SS,South Sudan,2824,SS-09,West Bahr-al-Ghazal,,,
892,Epidemio position in South Sudan - OCP,5,SS,South Sudan,2825,SS-10,West Equatoria,,,
147,Epidemiologic support to M&E teams in HIV/AIDS programs,,,,,,,,,
628,Epidemiologie meningite intersection Niger 2016,10,NE,Niger,,,,,,
191,Epidemiology course  MSF-OCP,3,FR,France,898,FR-04,Ile-de-France,19,FR-04-02,Paris
690,EPILINK,3,FR,France,,,,,,
167,Epitryps support  Intersection,,,,,,,,,
1030,Esaa Evaluation of snakes bites antivenom in Cameroon,45,CM,Cameroon,526,CM-01,Adamaoua,,,
1030,Esaa Evaluation of snakes bites antivenom in Cameroon,45,CM,Cameroon,527,CM-02,Centre,,,
1030,Esaa Evaluation of snakes bites antivenom in Cameroon,45,CM,Cameroon,528,CM-03,Est,,,
1030,Esaa Evaluation of snakes bites antivenom in Cameroon,45,CM,Cameroon,529,CM-04,Extreme-Nord,,,
1030,Esaa Evaluation of snakes bites antivenom in Cameroon,45,CM,Cameroon,530,CM-05,Littoral,,,
1030,Esaa Evaluation of snakes bites antivenom in Cameroon,45,CM,Cameroon,532,CM-07,Nord,,,
1030,Esaa Evaluation of snakes bites antivenom in Cameroon,45,CM,Cameroon,531,CM-06,Nord-Ouest,,,
1030,Esaa Evaluation of snakes bites antivenom in Cameroon,45,CM,Cameroon,533,CM-08,Ouest,,,
1030,Esaa Evaluation of snakes bites antivenom in Cameroon,45,CM,Cameroon,535,CM-10,Sud,,,
1030,Esaa Evaluation of snakes bites antivenom in Cameroon,45,CM,Cameroon,534,CM-09,Sud-Ouest,,,
1058,Essai vaccinal J&J dans la province du Nord-Kivu,,,,,,,,,
887,Estimation et geolocalisation de la population residant dans les districts sanitaire de Moissala et Bouna  Tchad 2018,9,TD,Chad,,,,,,
340,Ethiopie  Mortalite  Gambella  2014,75,ET,Ethiopia,879,ET-06,Gambela Peoples,65,Gambela,Gambela
500,Etude de portage du meningocoque C au Niger,10,NE,Niger,,,,,,
774,Etude HIV en population KZN- Afrique du Sud,20,ZA,South Africa,3556,ZA-04,KwaZulu-Natal,58,ZA-04-01,Eshowe
774,Etude HIV en population KZN- Afrique du Sud,20,ZA,South Africa,3556,ZA-04,KwaZulu-Natal,135,Mbomgolwane,Mbomgolwane
682,Etude Score 2 Buruli,45,CM,Cameroon,,,,,,
510,Evaluating the Impact of Safe and Dignified Burials in the West Africa Ebola Virus Crisis,285,400,Undefined Countries,,,,,,
782,Evaluation de 5 ans de Chimio-prevention du Paludisme Saisonnier dans le district sanitaire de Moissala  TCHAD,9,TD,Chad,2941,TD-13,Mandoul,47,TD-13-01,Moissala
656,evaluation de la situation sanitaire lie au Paludisme -Bas Uele - RDC,1,CD,Congo - Kinshasa,,,,,,
891,Evaluation di derme artificiel a Drouillard  unite de grand brules  Port-au-Prince Haiti,7,HT,Haiti,1146,HT-08,Ouest,21,HT-08-01,Port-au-Prince
519,Evaluation du marqueur HNL  Koutiala  Mali,8,ML,Mali,,,,,,
103,Evaluation du string test pour le diagnostic TB chez l'enfant et l'adulte ne pouvant cracher  Mbarara,13,UG,Uganda,,,,,,
711,Evaluation du test CryptoPS pour le diagnostic des meningites a cryptocoque,14,KE,Kenya,,,,,,
568,Evaluation Ebola avec CRASH  OCP,,,,,,,,,
17,Evaluation impact SMC  Tchad  OCP,9,TD,Chad,2941,TD-13,Mandoul,47,TD-13-01,Moissala
809,Evaluation implementation CPAP - Monrovia - Liberia - OCP,46,LR,Liberia,1608,LR-11,Montserrado,28,LR-11-01,Monrovia
724,Evaluation Nigeria  Borno,12,NG,Nigeria,2092,NG-08,Borno,39,NG-08-01,Maiduguri
681,Evaluation nutrition et mortalite - urgence Nigeria Borno state,12,NG,Nigeria,2092,NG-08,Borno,39,NG-08-01,Maiduguri
102,Evaluation of a chest-X ray TB tick-sheet  South Africa  BI,20,ZA,South Africa,,,,,,
489,Evaluation of brucellosis diagnostic tests,5,SS,South Sudan,,,,,,
823,Evaluation of brucellosis diagnostic tests,13,UG,Uganda,3270,UG-39,Mbarara,52,UG-39-05,Mbarara
104,Evaluation of children in contact with TB patients  Mbarara,13,UG,Uganda,,,,,,
755,Evaluation of pLDH rapid diagnostic test for malaria in Niger (NE120),10,NE,Niger,2084,NE-08,Zinder,38,NE-08-05,Magaria
122,Evaluation of POC creatine test  Intersection,,,,,,,,,
30,Evaluation of SP+AQ resistance during SMC  Madarounfa  Niger,10,NE,Niger,2080,NE-04,Maradi,81,Madarounfa,Madarounfa
148,Evaluation of the feasibility of decentralised deployment of HIV POC tests  Malawi,15,MW,Malawi,,,,,,
106,Evaluation of the Small Membrane Filtration for diagnosis of pulmonary tuberculosis  Mbarara,13,UG,Uganda,,,,,,
156,Evaluation of weekly  monthly and single visit schedules of follow-up for the treatment of uncomplicated SAM,285,400,Undefined Countries,,,,,,
414,Evaluation screening tool  Ebola  OCP,46,LR,Liberia,,,,,,
78,Evaluation Securite et efficacite Monoxyde d'azote (NO)   BI,13,UG,Uganda,,,,,,
76,Evaluation Securite et efficacite Monoxyde d'azote (NO)  MSF-OCP,13,UG,Uganda,,,,,,
380,Explo  Ivory Coast  Ebola Surveillance  OCP,31,CI,Cote d'Ivoire,,,,,,
503,External services - ASTRO-CM,13,UG,Uganda,,,,,,
536,External services - Clean Air,13,UG,Uganda,,,,,,
535,External services - Health Fair study,13,UG,Uganda,,,,,,
535,External services - Health Fair study,285,400,Undefined Countries,,,,,,
828,External services - HPV,13,UG,Uganda,3270,UG-39,Mbarara,52,UG-39-05,Mbarara
363,External services - META,13,UG,Uganda,,,,,,
504,External services - MUST pediatric pneumonia study,13,UG,Uganda,,,,,,
507,External services - Obstructed labor (UPIM neasted study),13,UG,Uganda,,,,,,
662,External services - Severe TB (MUST-UVA) - ICIDR,13,UG,Uganda,,,,,,
851,External services - TB biomarkers,13,UG,Uganda,,,,,,
506,External services - UPIM,13,UG,Uganda,,,,,,
505,External services - Wisepill,13,UG,Uganda,,,,,,
172,FACT Project  DNDI,46,LR,Liberia,1609,LR-12,Nimba,111,Nimba,Nimba
358,Facteurs associes aux retards aux rendez-vous - CARNOT,4,CF,Central African Republic,417,CF-08,Mambere-Kadei,13,CF-08-01,Carnot
238,Facteurs associes aux retards aux rendez-vous - CARNOT,4,CF,Central African Republic,,,,,,
776,Facteurs de risque de transmission du Cholera pendant l'epidemie au Yemen  2017,33,YE,Yemen,3540,YE-09,Amanat Al Asimah,56,YE-09-02,Sanaa
733,Feasibility  Acceptability and Efficacy of an active screening for sexual violence  - Kenya - Nairobi,14,KE,Kenya,1483,KE-30,Nairobi,27,KE-30-02,Nairobi
859,Feasibility of Neopenda (neonatal vital sign monitoring) in Cote d'Ivoire,8,ML,Mali,1893,ML-08,Sikasso,29,ML-08-01,Koutiala
629,Feasibility trial of the iTClamp,14,KE,Kenya,,,,,,
1009,Field epidemio position for Kenya and Uganda OCP,14,KE,Kenya,,,,,,
1009,Field epidemio position for Kenya and Uganda OCP,13,UG,Uganda,,,,,,
289,Field evaluation of innovative CD4 POC test(s)  UNITAID,15,MW,Malawi,,,,,,
448,Field trial of outpatient SAM treatment without systematic amoxicillan,10,NE,Niger,,,,,,
659,Fievre jaune RDC OCP investigation epidemie,1,CD,Congo - Kinshasa,,,,,,
144,Filariasis and onchcerciasis treatment needs in Central Africa (CAFRIFILON)  DNDi,,,,,,,,,
113,Fluid Management in Children in Shock with Underlying Severe Acute Malnutrition  OCG,9,TD,Chad,,,,,,
374,Follow up newborn  OCP,84,PK,Pakistan,,,,,,
374,Follow up newborn  OCP,285,400,Undefined Countries,,,,,,
590,Follow up newborn sepsis  Peshawar  OCP,84,PK,Pakistan,2223,PK-05,N.W.F.P.,120,Peshawar,Peshawar
13,Follow up OPD/IPD tool  MSF-OCP,14,KE,Kenya,,,,,,
13,Follow up OPD/IPD tool  MSF-OCP,15,MW,Malawi,,,,,,
13,Follow up OPD/IPD tool  MSF-OCP,13,UG,Uganda,,,,,,
967,Formation  pool d'urgence regional  Cote d'Ivoire 2019,31,CI,Cote d'Ivoire,512,CI-01,Abidjan,16,CI-01-01,Abidjan
970,Formation a l'evaluation rapide dans les urgences pour le staff des Philippines,227,PH,Philippines,,,,,,
969,Formation a l'evaluation rapide dans les urgences pour le staff des Philippines,,,,,,,,,
702,Formation des epidemios OCG aux enquetes de terrain (OPS),76,CH,Switzerland,447,CH-08,Geneve,15,CH-08-01,Geneva
884,Formation FOOT,,,,,,,,,
660,Formation FUCHIA - RCA  Bangui - OCB,4,CF,Central African Republic,411,CF-02,Bangui,97,Bangui,Bangui
254,Frais de fonctionnement a repartir,3,FR,France,,,,,,
597,Fuchia Maintenance & Support: v 1.7.1,285,400,Undefined Countries,,,,,,
244,Fuchia Maintenance & Support: v 1.7.1,,,,,,,,,
63,Fuchia monitoring  MSF-OCG,,,,,,,,,
611,Fuchia monitoring  MSF-OCG (XM300),285,400,Undefined Countries,,,,,,
484,Gambella  vaccination coverage PCV  2015  OCP,75,ET,Ethiopia,,,,,,
841,General epi support to NY OCP cell,7,HT,Haiti,,,,,,
841,General epi support to NY OCP cell,46,LR,Liberia,,,,,,
841,General epi support to NY OCP cell,5,SS,South Sudan,,,,,,
841,General epi support to NY OCP cell,82,SD,Sudan,,,,,,
176,Genotyping of DST strains  Swaziland,17,SZ,Swaziland,,,,,,
846,Goma LFU,1,CD,Congo - Kinshasa,543,CD-08,Kivu,11,CD-08-06,Goma
531,HCV Cambodia,19,KH,Cambodia,,,,,,
767,HCV Cambodia Laboratory studies UNITAID,19,KH,Cambodia,,,,,,
712,HCV Cambodia Validation of Xpert and serologic RDT,19,KH,Cambodia,,,,,,
534,HCV Training,19,KH,Cambodia,,,,,,
534,HCV Training,3,FR,France,,,,,,
15,Health environmental survey  RDC  MSF-OCP,1,CD,Congo - Kinshasa,542,CD-07,Kinshasa City,10,CD-07-05,Kinshasa
752,Health seeking Behaviour and mortality survey - Aweil town and county,5,SS,South Sudan,2820,SS-05,North Bahr-al-Ghazal,44,SS-05-02,Aweil
302,Hepatite C (VHC)  UNITAID,285,400,Undefined Countries,,,,,,
406,Hepatitis C  Unitaid study  India OCA field,56,IN,India,1229,IN-21,Manipur,23,IN-21-01,Manipur
407,Hepatitis C  Unitaid study  India OCB field,56,IN,India,,,,,,
403,Hepatitis C  Unitaid study  Iran OCP field,55,IR,Iran,,,,,,
410,Hepatitis C  Unitaid study  Kenya OCB field,14,KE,Kenya,1483,KE-30,Nairobi,27,KE-30-02,Nairobi
408,Hepatitis C  Unitaid study  Mali OCP field,8,ML,Mali,1893,ML-08,Sikasso,29,ML-08-01,Koutiala
409,Hepatitis C  Unitaid study  Mozambique OCG field,22,MZ,Mozambique,1962,MZ-06,Maputo,32,MZ-06-01,Maputo
404,Hepatitis C  Unitaid study  Myanmar OCA field,21,MM,Myanmar (Burma),,,,,,
405,Hepatitis C  Unitaid study  Myanmar OCG field,21,MM,Myanmar (Burma),,,,,,
411,Hepatitis C  Unitaid study  transversal costs,19,KH,Cambodia,,,,,,
411,Hepatitis C  Unitaid study  transversal costs,56,IN,India,,,,,,
411,Hepatitis C  Unitaid study  transversal costs,14,KE,Kenya,,,,,,
411,Hepatitis C  Unitaid study  transversal costs,22,MZ,Mozambique,,,,,,
411,Hepatitis C  Unitaid study  transversal costs,21,MM,Myanmar (Burma),,,,,,
411,Hepatitis C  Unitaid study  transversal costs,13,UG,Uganda,,,,,,
461,Hepatitis C  Unitaid study  Uganda Mbarara field,13,UG,Uganda,3270,UG-39,Mbarara,52,UG-39-05,Mbarara
424,Hepatitis C  Unitaid study  Ukraine OCB field,57,UA,Ukraine,,,,,,
230,Hepatitis C preliminary assessment  Cairo  Egypt,34,EG,Egypt,,,,,,
229,High dose RMP and ARV interaction study  Mbarara  ANRS,13,UG,Uganda,,,,,,
118,High dose RMP and ARV interaction study  Mbarara  MSF-OCP,13,UG,Uganda,3270,UG-39,Mbarara,52,UG-39-05,Mbarara
833,HIV-ADO-DSD,15,MW,Malawi,2003,MW-04,Chiradzulu,30,MW-04-01,Chiradzulu
836,HIV-Adolescents_Qualitative study,15,MW,Malawi,,,,,,
831,HIV-DTG-MOH-enhanced-monitoring,15,MW,Malawi,2003,MW-04,Chiradzulu,30,MW-04-01,Chiradzulu
830,HIV-DTG-SWITCH-GUTU,282,ZW,Zimbabwe,3578,ZW-07,Masvingo,60,ZW-07-01,Gutu
667,HIV-Six month appointment analysis Malawi-OCP,15,MW,Malawi,2003,MW-04,Chiradzulu,30,MW-04-01,Chiradzulu
351,HIV - Mise en place FUCHIA - Paoua,4,CF,Central African Republic,,,,,,
361,HIV 2nd line resistance and 3rd line outcomes  Mozambique (MZ160),22,MZ,Mozambique,1962,MZ-06,Maputo,32,MZ-06-01,Maputo
123,HIV impact in population survey  South Africa,20,ZA,South Africa,,,,,,
153,HIV joint modeling analysis  Malawi  Kenya  Uganda,,,,,,,,,
318,HIV Pediatric CIPHER Cohort,285,400,Undefined Countries,,,,,,
560,HIV Population Surveys  in Gutu and in Nsanje,15,MW,Malawi,2020,MW-21,Nsanje,,,
522,HIV prevalence survey -Kasese,13,UG,Uganda,3252,UG-21,Kasese,51,UG-21-04,Kasese
294,HIV/AIDS-EID-in nut/ped_ Support Baseline data & monitoring,8,ML,Mali,,,,,,
293,HIV/AIDS in Adolescents  Resistance and Adherence,15,MW,Malawi,,,,,,
780,HIV/AIDS in Adolescents  Resistance and Adherence - Malawi OCP,15,MW,Malawi,2003,MW-04,Chiradzulu,30,MW-04-01,Chiradzulu
498,HIV/AIDS in Adolescents  Resistance and Adherence  UNITAID (via OCP),15,MW,Malawi,2003,MW-04,Chiradzulu,30,MW-04-01,Chiradzulu
569,HIV/AIDS in Adolescents_Qualitative study_UNITAID (via OCP),15,MW,Malawi,,,,,,
291,HIV/AIDS_Adolescents_Resistance and Adherence,15,MW,Malawi,,,,,,
743,HIV_2ndline_resistance_Uganda_OCP,13,UG,Uganda,3234,UG-03,Arua,49,UG-03-02,Arua
571,HIV2ndline_qualitative research on patients who failed 2nd ART,14,KE,Kenya,,,,,,
571,HIV2ndline_qualitative research on patients who failed 2nd ART,15,MW,Malawi,,,,,,
208,Holidays  sick leave  recuperation days (dates to be specified),3,FR,France,,,,,,
438,Hospital support Mbarara,13,UG,Uganda,3270,UG-39,Mbarara,52,UG-39-05,Mbarara
829,HPV Mass Vaccination Coverage Survey  Philippines,227,PH,Philippines,2312,PH-47,Metropolitan Manila,40,PH-47-01,Manila
247,Humanitarian situation and needs of Syrian refugees in Iraq-Kurdistan,35,IQ,Iraq,,,,,,
740,Identification des zones de sante les plus a risque d'epidemie de rougeole en 2017 en vue d'une vaccination preventive - RDC,1,CD,Congo - Kinshasa,541,CD-06,Katanga,8,CD-06-03,Katanga
621,IIEHSS Study  UNITAID  (via OCP),14,KE,Kenya,,,,,,
496,IIEHSS Study  UNITAID (via OCP),14,KE,Kenya,,,,,,
431,IIEHSS Study : Impact of Infant Expanded HIV Screening Strategy using Point Care EID in Ndhiwa  Kenya,14,KE,Kenya,,,,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3236,UG-05,Bundibugyo,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3237,UG-06,Bushenyi,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3240,UG-09,Hoima,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3241,UG-10,Iganga,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3243,UG-12,Kabale,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3244,UG-13,Kabarole,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3246,UG-15,Kalangala,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3247,UG-16,Kampala,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3249,UG-18,Kamwenge,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3250,UG-19,Kanungu,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3252,UG-21,Kasese,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3255,UG-24,Kibale,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3256,UG-25,Kiboga,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3257,UG-26,Kisoro,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3261,UG-30,Kyenjojo,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3265,UG-34,Luwero,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3266,UG-35,Masaka,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3267,UG-36,Masindi,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3270,UG-39,Mbarara,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3273,UG-42,Mpigi,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3274,UG-43,Mubende,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3275,UG-44,Mukono,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3277,UG-46,Nakasongola,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3279,UG-48,Ntungamo,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3282,UG-51,Rakai,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3283,UG-52,Rukungiri,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3284,UG-53,Sembabule,,,
643,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,13,UG,Uganda,3288,UG-57,Wakiso,,,
715,Immune response to a delayed second dose of killed whole cell oral cholera vaccine,7,HT,Haiti,,,,,,
822,Immune response to a delayed second dose of oral cholera vaccine (OCV) - Haiti,16,GN,Guinea,978,GN-02,Conakry,137,Conakry,Conakry
992,Immunogencity and Safety of Ad26.ZEBOV/MVA-BN-Filo,13,UG,Uganda,3270,UG-39,Mbarara,52,UG-39-05,Mbarara
300,Immunogenecity of the OCV when used in a single dose regimen and under controlled temperature chain in Africa,285,400,Undefined Countries,,,,,,
